planner,predicted_return,sequence_model_return,sequence_true_return,selected_return_gap,model_bias,model_uncertainty,transition_error,max_pocket_score,true_max_pocket_score,min_goal_distance,model_steps,candidate_count,static_search,seed,budget,simulations,tree_nodes,search_concentration,adaptive_search,root_value
conservative_mcts,-19.575874683375847,-27.408070368666536,-27.408070368682345,1.580957587066223e-11,6.7012201094948274e-12,0.3810808364328715,1.835829951609107e-12,3.853408813091017e-12,3.853408813091017e-12,1.6002287467761087,64.0,,,2,64,4.0,5.0,0.25,1.0,-29.422265852855787
random_open_loop,-28.59548808312403,-28.59548808312403,-28.59567596193132,0.00018787880728865503,0.00010389426384759624,0.38114356400470756,2.4987634021447e-05,4.793536598623906e-05,4.7925563423197284e-05,1.6018843251319528,18.0,1.0,1.0,3,64,,,,,
static_rollout_pool,-28.59548808312403,-28.59548808312403,-28.59567596193132,0.00018787880728865503,0.00010389426384759624,0.38114356400470756,2.4987634021447e-05,4.793536598623906e-05,4.7925563423197284e-05,1.6018843251319528,54.0,3.0,1.0,3,64,,,,,
uct_mcts,-20.645688720314833,-37.30030668126824,-37.300306681268545,3.055333763768431e-13,2.3888446776254566e-13,0.38108083642885926,6.977169883037831e-14,1.4607981229732342e-13,1.4607981229732342e-13,1.99972498109115,64.0,,,3,64,4.0,5.0,0.25,1.0,-28.662638716843766
value_mcts,-10.216698268967942,-30.110693572531208,-30.11069357282721,2.9600144557662134e-10,9.305289822523211e-11,0.38108083648651964,2.5504827753108563e-11,3.853408816203766e-12,3.853408813091017e-12,1.9737081149733295,64.0,,,3,64,64.0,65.0,0.21875,1.0,-11.145098452889153
uncertainty_mcts,-20.818798862999625,-37.30030668126824,-37.300306681268545,3.055333763768431e-13,2.3888446776254566e-13,0.38108083642885926,6.977169883037831e-14,1.4607981229732342e-13,1.4607981229732342e-13,1.99972498109115,64.0,,,3,64,4.0,5.0,0.25,1.0,-28.932931255040028
conservative_mcts,-21.194470299660495,-37.30030668126824,-37.300306681268545,3.055333763768431e-13,2.3888446776254566e-13,0.38108083642885926,6.977169883037831e-14,1.4607981229732342e-13,1.4607981229732342e-13,1.99972498109115,64.0,,,3,64,4.0,5.0,0.25,1.0,-29.48581764827569
random_open_loop,-32.176752968233316,-32.176752968233316,-32.176752969545696,1.3123795383762626e-09,5.999324378075872e-10,0.38108083679856086,1.5894632717081335e-10,3.983885817561603e-10,3.983885817375724e-10,1.879606303435595,18.0,1.0,1.0,4,64,,,,,
static_rollout_pool,-31.13280220242042,-31.13280220242042,-31.132802370279613,1.6785919143558203e-07,8.953016080752314e-08,0.38108089106990795,2.265964188688132e-08,6.597974723246222e-08,6.597974650597797e-08,1.7207364868452135,54.0,3.0,1.0,4,64,,,,,
uct_mcts,-16.598275480513504,-13.882676573203659,-14.321173927735257,0.43849735453159866,0.3267909992705065,0.5545390751254444,0.0364101566984261,0.08963911246386698,0.09783172818156793,0.4049031858048676,64.0,,,4,64,4.0,5.0,0.25,1.0,-28.290963933038867
value_mcts,-10.541676853192842,-31.010173165495956,-31.010173543056638,3.775606813860577e-07,2.1179720775078566e-07,0.38108096603773944,5.426983873200276e-08,1.1403744406115877e-07,1.1403744227892142e-07,1.762817181772686,64.0,,,4,64,64.0,65.0,0.21875,1.0,-11.133748897675561
uncertainty_mcts,-16.77138608798715,-13.882676573203659,-14.321173927735257,0.43849735453159866,0.3267909992705065,0.5545390751254444,0.0364101566984261,0.08963911246386698,0.09783172818156793,0.4049031858048676,64.0,,,4,64,4.0,5.0,0.25,1.0,-28.56124312985808
conservative_mcts,-17.14705837754817,-13.882676573203659,-14.321173927735257,0.43849735453159866,0.3267909992705065,0.5545390751254444,0.0364101566984261,0.08963911246386698,0.09783172818156793,0.4049031858048676,64.0,,,4,64,4.0,5.0,0.25,1.0,-29.114105195997617
random_open_loop,-32.78828447811579,-32.78828447811579,-32.78828447907135,9.555591873322555e-10,3.427549183360804e-10,0.3810808366400015,9.07858137528958e-11,1.866362643170423e-10,1.8663626426666393e-10,1.8501155613388924,18.0,1.0,1.0,5,64,,,,,
static_rollout_pool,-27.94637219099593,-27.94637219099593,-27.946452243818925,8.0052822994503e-05,3.5817742375266024e-05,0.38110241613765183,8.52790881166626e-06,8.194357904609054e-06,8.193892255761244e-06,1.551379268969005,54.0,3.0,1.0,5,64,,,,,
uct_mcts,-18.15595823310581,-33.417491113032504,-33.41749111307067,3.816325033767498e-11,2.3390363419271543e-11,0.3810808364434653,6.848477597654811e-12,1.8240557178319793e-12,1.8240557178319793e-12,1.99972498109115,64.0,,,5,64,4.0,5.0,0.25,1.0,-28.431880719746538
value_mcts,-9.964171525238726,-15.528415156292082,-16.971020274665648,1.4426051183735655,0.9335605822155808,0.8749573517796548,0.11634843645206631,0.2560693804578494,0.3595811910424002,0.5007315069062811,64.0,,,5,64,64.0,65.0,0.21875,1.0,-11.121925444227356
uncertainty_mcts,-18.3290683896851,-33.417491113032504,-33.41749111307067,3.816325033767498e-11,2.3390363419271543e-11,0.3810808364434653,6.848477597654811e-12,1.8240557178319793e-12,1.8240557178319793e-12,1.99972498109115,64.0,,,5,64,4.0,5.0,0.25,1.0,-28.702159795499437
conservative_mcts,-18.7047398516871,-33.417491113032504,-33.41749111307067,3.816325033767498e-11,2.3390363419271543e-11,0.3810808364434653,6.848477597654811e-12,1.8240557178319793e-12,1.8240557178319793e-12,1.99972498109115,64.0,,,5,64,4.0,5.0,0.25,1.0,-29.255021639630563
random_open_loop,-29.069630896325833,-29.069630896325833,-29.073765443801758,0.004134547475924677,0.0021783708900128063,0.3823894710703865,0.0005098874689809729,0.0007667719411396769,0.000763593349688748,1.5693998178358661,18.0,1.0,1.0,6,64,,,,,
static_rollout_pool,-27.908984754855044,-27.908984754855044,-27.908985363608625,6.087535808774192e-07,1.885283042082225e-07,0.3810809499537952,4.477211421416353e-08,9.765980668253838e-08,9.765980358935068e-08,1.591085166375867,54.0,3.0,1.0,6,64,,,,,
uct_mcts,-19.302076281637802,-30.482274735126996,-30.4822747369922,1.8652031030796934e-09,5.825464720618228e-10,0.381080836791417,1.6119130503720192e-10,2.4036532005141548e-11,2.4036531885672695e-11,1.99972498109115,64.0,,,6,64,4.0,5.0,0.25,1.0,-27.328331436361673
value_mcts,-10.202215650804575,-30.018773579313084,-30.02031178959828,0.0015382102851972945,0.0015288571534743736,0.38202497400353036,0.00040773537279911726,0.0002318670075122952,0.0002318672584930222,1.8702631179123843,64.0,,,6,64,64.0,65.0,0.21875,1.0,-11.107748785632538
uncertainty_mcts,-19.47518642468903,-30.482274735126996,-30.4822747369922,1.8652031030796934e-09,5.825464720618228e-10,0.381080836791417,1.6119130503720192e-10,2.4036532005141548e-11,2.4036531885672695e-11,1.99972498109115,64.0,,,6,64,4.0,5.0,0.25,1.0,-27.598888613991733
conservative_mcts,-19.85085786207485,-30.482274735126996,-30.4822747369922,1.8652031030796934e-09,5.825464720618228e-10,0.381080836791417,1.6119130503720192e-10,2.4036532005141548e-11,2.4036531885672695e-11,1.99972498109115,64.0,,,6,64,4.0,5.0,0.25,1.0,-28.152257586369764
random_open_loop,-31.276281437594953,-31.276281437594953,-31.276281871818885,4.342239314780727e-07,2.925689704524511e-07,0.38108101588653925,7.577254240926068e-08,1.9525939021439013e-07,1.9525935619532917e-07,1.7771806799914074,18.0,1.0,1.0,7,64,,,,,
static_rollout_pool,-26.856487998059393,-26.856487998059393,-26.856488344339862,3.4628046918783184e-07,1.0540412781201835e-07,0.38108090003020834,2.5282420552333895e-08,2.6140138110546037e-08,2.6140128175108963e-08,1.4866174458550563,54.0,3.0,1.0,7,64,,,,,
uct_mcts,-14.690191871095095,-13.882676573203659,-14.321173927735257,0.43849735453159866,0.3267909992705065,0.5545390751254444,0.0364101566984261,0.08963911246386698,0.09783172818156793,0.4049031858048676,64.0,,,7,64,4.0,5.0,0.25,1.0,-25.8314571719696
value_mcts,-10.556346514041634,-14.587511802384782,-15.017964776987364,0.43045297460258247,0.3229484436518605,0.5524995544933197,0.035981874715141096,0.08312578011473833,0.09657711866058423,0.4039939591716862,64.0,,,7,64,64.0,65.0,0.203125,1.0,-11.138066767915351
uncertainty_mcts,-14.863306570683996,-13.882676573203659,-14.321173927735257,0.43849735453159866,0.3267909992705065,0.5545390751254444,0.0364101566984261,0.08963911246386698,0.09783172818156793,0.4049031858048676,64.0,,,7,64,4.0,5.0,0.25,1.0,-26.101737462457045
conservative_mcts,-15.238986322337535,-13.882676573203659,-14.321173927735257,0.43849735453159866,0.3267909992705065,0.5545390751254444,0.0364101566984261,0.08963911246386698,0.09783172818156793,0.4049031858048676,64.0,,,7,64,4.0,5.0,0.25,1.0,-26.65460152407449
random_open_loop,-35.97373228683588,-35.97373228683588,-35.97373228683639,5.044853423896711e-13,3.454481145581667e-13,0.3810808364289252,9.882235275226274e-14,1.991267753938048e-13,1.991267753938048e-13,1.99972498109115,18.0,1.0,1.0,8,64,,,,,
static_rollout_pool,-28.287866873825237,-28.287866873825237,-28.28908010524872,0.0012132314234811759,0.0008457453358803071,0.3815827266251955,0.00018646556581204291,0.0003175170723929659,0.0003168812834062365,1.4194290766812632,54.0,3.0,1.0,8,64,,,,,
uct_mcts,-18.336900182200168,-33.417491113032504,-33.41749111307067,3.816325033767498e-11,2.3390363419271543e-11,0.3810808364434653,6.848477597654811e-12,1.8240557178319793e-12,1.8240557178319793e-12,1.99972498109115,64.0,,,8,64,4.0,5.0,0.25,1.0,-28.64456726064432
value_mcts,-10.660852988000984,-35.644530121830506,-35.64453013525448,1.3423971267911838e-08,7.2146367712131366e-09,0.3810808408608105,1.88144497677566e-09,2.3304722767949695e-09,2.33047222361914e-09,1.8432906849317727,64.0,,,8,64,64.0,65.0,0.234375,1.0,-11.24009856748565
uncertainty_mcts,-18.51001034014221,-33.417491113032504,-33.41749111307067,3.816325033767498e-11,2.3390363419271543e-11,0.3810808364434653,6.848477597654811e-12,1.8240557178319793e-12,1.8240557178319793e-12,1.99972498109115,64.0,,,8,64,4.0,5.0,0.25,1.0,-28.91495298466728
conservative_mcts,-18.88568180462921,-33.417491113032504,-33.41749111307067,3.816325033767498e-11,2.3390363419271543e-11,0.3810808364434653,6.848477597654811e-12,1.8240557178319793e-12,1.8240557178319793e-12,1.99972498109115,64.0,,,8,64,4.0,5.0,0.25,1.0,-29.468009305944594
random_open_loop,-26.955061440105734,-26.955061440105734,-26.95506198950492,5.493991857008496e-07,3.3793524639779683e-07,0.38108104028986617,8.095984160277104e-08,1.728322075236609e-07,1.728321899539311e-07,1.5069505632236246,18.0,1.0,1.0,9,64,,,,,
static_rollout_pool,-26.955061440105734,-26.955061440105734,-26.95506198950492,5.493991857008496e-07,3.3793524639779683e-07,0.38108104028986617,8.095984160277104e-08,1.728322075236609e-07,1.728321899539311e-07,1.5069505632236246,54.0,3.0,1.0,9,64,,,,,
uct_mcts,-20.459204142846854,-37.30030668126824,-37.300306681268545,3.055333763768431e-13,2.3888446776254566e-13,0.38108083642885926,6.977169883037831e-14,1.4607981229732342e-13,1.4607981229732342e-13,1.99972498109115,64.0,,,9,64,4.0,5.0,0.25,1.0,-26.303720134307593
value_mcts,-10.059712672401679,-25.260404627228873,-25.913410822402913,0.65300619517404,0.36432751738813673,0.6065954382652381,0.08709604531436548,0.04663402404252183,0.027955035197997136,1.5582980413058227,64.0,,,9,64,64.0,65.0,0.21875,1.0,-11.09907700815566
uncertainty_mcts,-20.632314285541593,-37.30030668126824,-37.300306681268545,3.055333763768431e-13,2.3888446776254566e-13,0.38108083642885926,6.977169883037831e-14,1.4607981229732342e-13,1.4607981229732342e-13,1.99972498109115,64.0,,,9,64,4.0,5.0,0.25,1.0,-26.573999254397645
conservative_mcts,-21.00798572222058,-37.30030668126824,-37.300306681268545,3.055333763768431e-13,2.3888446776254566e-13,0.38108083642885926,6.977169883037831e-14,1.4607981229732342e-13,1.4607981229732342e-13,1.99972498109115,64.0,,,9,64,4.0,5.0,0.25,1.0,-27.126861180386356
random_open_loop,-32.89767033386822,-32.89767033386822,-32.89767034053869,6.6704686219054565e-09,3.2062419553437854e-09,0.38108083841433943,8.667369417817597e-10,1.7096392205926827e-09,1.7096392201257124e-09,1.91637678967368,18.0,1.0,1.0,10,64,,,,,
static_rollout_pool,-29.0314325964698,-29.0314325964698,-29.03177073065346,0.0003381341836607987,0.00022202237196869177,0.3812145442511292,5.2715545092737534e-05,0.00016802744969278473,0.0001680092753846079,1.6114026319475567,54.0,3.0,1.0,10,64,,,,,
uct_mcts,-20.903353073940977,-37.30030668126824,-37.300306681268545,3.055333763768431e-13,2.3888446776254566e-13,0.38108083642885926,6.977169883037831e-14,1.4607981229732342e-13,1.4607981229732342e-13,1.99972498109115,64.0,,,10,64,4.0,5.0,0.25,1.0,-27.455368704972464
value_mcts,-10.571536504622825,-35.41485598787978,-35.41485602666971,3.8789927714333317e-08,2.0602640269059123e-08,0.38108084901481876,5.23762384389042e-09,1.327482181650512e-08,1.327482179233308e-08,1.7786792853125601,64.0,,,10,64,64.0,65.0,0.21875,1.0,-11.193050066072585
uncertainty_mcts,-21.076463216624642,-37.30030668126824,-37.300306681268545,3.055333763768431e-13,2.3888446776254566e-13,0.38108083642885926,6.977169883037831e-14,1.4607981229732342e-13,1.4607981229732342e-13,1.99972498109115,64.0,,,10,64,4.0,5.0,0.25,1.0,-27.725939913716694
conservative_mcts,-21.452134653283444,-37.30030668126824,-37.300306681268545,3.055333763768431e-13,2.3888446776254566e-13,0.38108083642885926,6.977169883037831e-14,1.4607981229732342e-13,1.4607981229732342e-13,1.99972498109115,64.0,,,10,64,4.0,5.0,0.25,1.0,-28.279334472296597
random_open_loop,-23.9307816134015,-23.9307816134015,-24.26825368504618,0.3374720716446795,0.31765013706800493,0.5725383354259378,0.06109082778944605,0.2496137379311023,0.22263330856233096,1.1718481484624725,18.0,1.0,1.0,11,64,,,,,
static_rollout_pool,-23.9307816134015,-23.9307816134015,-24.26825368504618,0.3374720716446795,0.31765013706800493,0.5725383354259378,0.06109082778944605,0.2496137379311023,0.22263330856233096,1.1718481484624725,54.0,3.0,1.0,11,64,,,,,
uct_mcts,-15.34884983049556,-13.882676573203659,-14.321173927735257,0.43849735453159866,0.3267909992705065,0.5545390751254444,0.0364101566984261,0.08963911246386698,0.09783172818156793,0.4049031858048676,64.0,,,11,64,4.0,5.0,0.25,1.0,-26.836623987154255
value_mcts,-10.528618295442389,-35.683742615403645,-35.683742623947786,8.54414139439541e-09,4.1982622583311975e-09,0.3810808390067718,1.0928806145119066e-09,2.33047222361914e-09,2.33047222361914e-09,1.8150328570766474,64.0,,,11,64,64.0,65.0,0.21875,1.0,-11.079599178830453
uncertainty_mcts,-15.521976492447173,-13.882676573203659,-14.321173927735257,0.43849735453159866,0.3267909992705065,0.5545390751254444,0.0364101566984261,0.08963911246386698,0.09783172818156793,0.4049031858048676,64.0,,,11,64,4.0,5.0,0.25,1.0,-27.14759190439785
conservative_mcts,-15.897678057820963,-13.882676573203659,-14.321173927735257,0.43849735453159866,0.3267909992705065,0.5545390751254444,0.0364101566984261,0.08963911246386698,0.09783172818156793,0.4049031858048676,64.0,,,11,64,4.0,5.0,0.25,1.0,-27.774651049064836
random_open_loop,-24.541665243371664,-24.541665243371664,-24.541677934788748,1.2691417083487977e-05,5.719854292825363e-06,0.3810841643419119,1.1352924468295717e-06,2.5028223891903603e-06,2.502811699858517e-06,1.0852556243945484,18.0,1.0,1.0,12,64,,,,,
static_rollout_pool,-24.541665243371664,-24.541665243371664,-24.541677934788748,1.2691417083487977e-05,5.719854292825363e-06,0.3810841643419119,1.1352924468295717e-06,2.5028223891903603e-06,2.502811699858517e-06,1.0852556243945484,54.0,3.0,1.0,12,64,,,,,
uct_mcts,-18.689020271368154,-27.408070368666536,-27.408070368682345,1.580957587066223e-11,6.7012201094948274e-12,0.3810808364328715,1.835829951609107e-12,3.853408813091017e-12,3.853408813091017e-12,1.6002287467761087,64.0,,,12,64,4.0,5.0,0.25,1.0,-26.571238173828313
value_mcts,-10.507247385985979,-32.50297512618835,-32.502975196123906,6.993555246026517e-08,2.0624851315366612e-08,0.3810808490275588,5.241681928706141e-09,1.327482181650512e-08,1.327482179233308e-08,1.7786792853125601,64.0,,,12,64,64.0,65.0,0.203125,1.0,-11.124372514618152
uncertainty_mcts,-18.862130414066694,-27.408070368666536,-27.408070368682345,1.580957587066223e-11,6.7012201094948274e-12,0.3810808364328715,1.835829951609107e-12,3.853408813091017e-12,3.853408813091017e-12,1.6002287467761087,64.0,,,12,64,4.0,5.0,0.25,1.0,-26.84151971569337
conservative_mcts,-19.23780185076137,-27.408070368666536,-27.408070368682345,1.580957587066223e-11,6.7012201094948274e-12,0.3810808364328715,1.835829951609107e-12,3.853408813091017e-12,3.853408813091017e-12,1.6002287467761087,64.0,,,12,64,4.0,5.0,0.25,1.0,-27.394386059077558
random_open_loop,-25.523617939032917,-25.523617939032917,-25.523635488039,1.7549006084749408e-05,5.821021949400738e-06,0.38108431333249077,1.328114517588225e-06,2.614081975261946e-06,2.6140802592674953e-06,1.4125112476028534,18.0,1.0,1.0,13,64,,,,,
static_rollout_pool,-22.350816476146232,-22.350816476146232,-22.786936080217377,0.4361196040711448,0.3179009529915441,0.5622260529825739,0.053007081506738093,0.06138542057649133,0.05396600591448549,1.0250104868331702,54.0,3.0,1.0,13,64,,,,,
uct_mcts,-19.504045958414345,-33.417491113032504,-33.41749111307067,3.816325033767498e-11,2.3390363419271543e-11,0.3810808364434653,6.848477597654811e-12,1.8240557178319793e-12,1.8240557178319793e-12,1.99972498109115,64.0,,,13,64,4.0,5.0,0.25,1.0,-25.461466155550212
value_mcts,-10.559866284503288,-26.81135122236351,-26.811351223138146,7.7463724323934e-10,3.248254204663085e-10,0.3810808366286479,8.546027683676783e-11,1.8663626426666393e-10,1.8663626426666393e-10,1.6004805663607988,64.0,,,13,64,64.0,65.0,0.234375,1.0,-11.110146137120537
uncertainty_mcts,-19.67715610112081,-33.417491113032504,-33.41749111307067,3.816325033767498e-11,2.3390363419271543e-11,0.3810808364434653,6.848477597654811e-12,1.8240557178319793e-12,1.8240557178319793e-12,1.99972498109115,64.0,,,13,64,4.0,5.0,0.25,1.0,-25.77023932178703
conservative_mcts,-20.052827537825298,-33.417491113032504,-33.41749111307067,3.816325033767498e-11,2.3390363419271543e-11,0.3810808364434653,6.848477597654811e-12,1.8240557178319793e-12,1.8240557178319793e-12,1.99972498109115,64.0,,,13,64,4.0,5.0,0.25,1.0,-26.393296272054158
random_open_loop,-27.447453492225325,-27.447453492225325,-27.4474966437857,4.3151560376486486e-05,2.708637903229157e-05,0.38109701320734163,6.176134920421433e-06,7.018346679682757e-06,7.0182872369614435e-06,1.4458867675359768,18.0,1.0,1.0,14,64,,,,,
static_rollout_pool,-27.447453492225325,-27.447453492225325,-27.4474966437857,4.3151560376486486e-05,2.708637903229157e-05,0.38109701320734163,6.176134920421433e-06,7.018346679682757e-06,7.0182872369614435e-06,1.4458867675359768,54.0,3.0,1.0,14,64,,,,,
uct_mcts,-18.657127791057935,-35.282896047574056,-35.282896047575214,1.1581846592889633e-12,3.223821209985545e-13,0.3810808364289108,9.209974114243403e-14,1.991267753938048e-13,1.991267753938048e-13,1.99972498109115,64.0,,,14,64,4.0,5.0,0.25,1.0,-26.30734723149156
value_mcts,-10.549943827834722,-23.357526426698158,-25.043951186332478,1.6864247596343205,1.087679965261171,1.091412103792268,0.2603768688467713,0.2492239333579493,0.04674647024280521,1.510132444522665,64.0,,,14,64,64.0,65.0,0.21875,1.0,-11.150302259078487
uncertainty_mcts,-18.830237933785686,-35.282896047574056,-35.282896047575214,1.1581846592889633e-12,3.223821209985545e-13,0.3810808364289108,9.209974114243403e-14,1.991267753938048e-13,1.991267753938048e-13,1.99972498109115,64.0,,,14,64,4.0,5.0,0.25,1.0,-26.57762982786045
conservative_mcts,-19.205909370525028,-35.282896047574056,-35.282896047575214,1.1581846592889633e-12,3.223821209985545e-13,0.3810808364289108,9.209974114243403e-14,1.991267753938048e-13,1.991267753938048e-13,1.99972498109115,64.0,,,14,64,4.0,5.0,0.25,1.0,-27.130498092002192
random_open_loop,-27.180134183310045,-27.180134183310045,-27.1802005816415,6.639833145527518e-05,3.163845672280966e-05,0.3810998234184023,7.389517842774078e-06,1.0244986368096407e-05,1.0244117623252225e-05,1.5270574843266942,18.0,1.0,1.0,15,64,,,,,
static_rollout_pool,-27.180134183310045,-27.180134183310045,-27.1802005816415,6.639833145527518e-05,3.163845672280966e-05,0.3810998234184023,7.389517842774078e-06,1.0244986368096407e-05,1.0244117623252225e-05,1.5270574843266942,54.0,3.0,1.0,15,64,,,,,
uct_mcts,-20.37723393203016,-37.30030668126824,-37.300306681268545,3.055333763768431e-13,2.3888446776254566e-13,0.38108083642885926,6.977169883037831e-14,1.4607981229732342e-13,1.4607981229732342e-13,1.99972498109115,64.0,,,15,64,4.0,5.0,0.25,1.0,-27.807209867916136
value_mcts,-10.517024530439768,-17.93762970731169,-17.937676488854876,4.678154318682459e-05,1.7977365147879375e-05,0.3810912872849973,3.551508110069198e-06,3.886702778795864e-06,3.886610242752041e-06,0.8279873720779249,64.0,,,15,64,64.0,65.0,0.203125,1.0,-11.153983661748725
uncertainty_mcts,-20.55034407471235,-37.30030668126824,-37.300306681268545,3.055333763768431e-13,2.3888446776254566e-13,0.38108083642885926,6.977169883037831e-14,1.4607981229732342e-13,1.4607981229732342e-13,1.99972498109115,64.0,,,15,64,4.0,5.0,0.25,1.0,-28.077492973066356
conservative_mcts,-20.926015511368448,-37.30030668126824,-37.300306681268545,3.055333763768431e-13,2.3888446776254566e-13,0.38108083642885926,6.977169883037831e-14,1.4607981229732342e-13,1.4607981229732342e-13,1.99972498109115,64.0,,,15,64,4.0,5.0,0.25,1.0,-28.63036216580885
random_open_loop,-33.690480763324366,-33.690480763324366,-33.69048085254711,8.922274474798542e-08,4.9621033439940726e-08,0.38108086728895807,1.3662863696236802e-08,1.0574293579236531e-08,1.057429304924791e-08,1.941718203642603,18.0,1.0,1.0,16,64,,,,,
static_rollout_pool,-31.748391716146823,-31.748391716146823,-31.748391716230994,8.417089247814147e-11,3.202543303454046e-11,0.3810808364483409,8.27234625641934e-12,1.4073439199233946e-11,1.4073439197956873e-11,1.690089891104105,54.0,3.0,1.0,16,64,,,,,
uct_mcts,-21.25075763840247,-35.282896047574056,-35.282896047575214,1.1581846592889633e-12,3.223821209985545e-13,0.3810808364289108,9.209974114243403e-14,1.991267753938048e-13,1.991267753938048e-13,1.99972498109115,64.0,,,16,64,4.0,5.0,0.25,1.0,-29.688636200999085
value_mcts,-10.525714117841437,-26.25879601832545,-26.25879658481036,5.66484906983078e-07,2.1923615941009223e-07,0.38108097004061825,5.512297831562171e-08,1.1403744406115877e-07,1.1403744227892142e-07,1.6002287467761087,64.0,,,16,64,64.0,65.0,0.234375,1.0,-11.14123258434301
