planner,budget,predicted_return,sequence_model_return,sequence_true_return,selected_return_gap,model_bias,model_uncertainty,transition_error,max_pocket_score,true_max_pocket_score,min_goal_distance,model_steps,candidate_count,static_search,seed,simulations,tree_nodes,search_concentration,adaptive_search,root_value,episode_true_return,episode_mean_plan_gap
uct_mcts,128,-3.9712677825227765,-27.3907996064439,-27.442693891715372,0.05189428527147868,0.03648549833352725,0.40075450493050135,0.00459448853640807,0.009328916313375683,0.01013056648585611,1.5983953642270627,128.0,,,9.5,8.0,9.0,0.125,1.0,-26.721715644317975,,
uct_mcts,256,-24.544576873260514,-29.63956351824873,-29.6829075259695,0.04334400772076883,0.03239261947764213,0.39830596442102606,0.003665250690312824,0.009010285321777018,0.009829546943827726,1.6768206326365682,256.0,,,9.5,15.0,16.0,0.31,1.0,-29.083163929120182,,
uct_mcts,512,-27.08311619850508,-23.386389859178827,-23.484499536097637,0.09810967691880715,0.06485585630651114,0.4177811245228713,0.010332379130392491,0.013835162788836813,0.012816888002156562,1.215677321421274,512.0,,,9.5,30.4,31.4,0.4813978494623655,1.0,-28.865119942290114,,
uct_mcts,1024,-27.126123731900286,-25.031735321393658,-25.718191901849252,0.6864565804555947,0.41620780989678413,0.6227284984312944,0.07057199572717908,0.08326343201518185,0.03612282758444164,1.3401610091913105,1024.0,,,9.5,62.85,63.85,0.6489581956196016,1.0,-28.13293653696807,-7.8474269483344345,0.08627638829587707
uncertainty_mcts,64,-18.811815084155604,-28.171352594835547,-28.26671556577395,0.09536297093840389,0.06878550024994984,0.4178661059456824,0.008134182398533535,0.018246453789375155,0.019867365483429458,1.5345807414877628,64.0,,,9.5,4.0,5.0,0.25,1.0,-27.424441340651235,,
uncertainty_mcts,128,-3.992092788868016,-27.3907996064439,-27.442693891715372,0.05189428527147868,0.03648549833352725,0.40075450493050135,0.00459448853640807,0.009328916313375683,0.01013056648585611,1.5983953642270627,128.0,,,9.5,8.0,9.0,0.125,1.0,-26.996740624570304,,
uncertainty_mcts,256,-24.952676997307037,-28.82356897045569,-28.859620288738835,0.036051318283151355,0.02514576539931445,0.3947211321058209,0.003265899674860825,0.006171283093900798,0.006580220922071544,1.6211343404503828,256.0,,,9.5,15.0,16.0,0.31333333333333335,1.0,-29.347810532345193,,
uncertainty_mcts,512,-27.32033930217305,-21.73070713986112,-22.088090966089894,0.3573838262287742,0.24945813872934405,0.5357903272710018,0.050801882095112716,0.05053769122454356,0.015424484470943,1.1290822032803374,512.0,,,9.5,30.45,31.45,0.5169892473118279,1.0,-29.043589038762274,,
uncertainty_mcts,1024,-27.199942720553803,-23.015768758028127,-23.251667649565444,0.2358988915373165,0.17478118509840676,0.48746097020141504,0.03273865587050686,0.03576446010290206,0.012907472408928691,1.1453700492076497,1024.0,,,9.5,63.3,64.3,0.7266607647504825,1.0,-28.109355598561468,-7.774317816575953,0.39609188320807565
value_mcts,64,-10.391023120432546,-27.904295012544317,-28.11517484861658,0.21087983607226715,0.1356785259170093,0.4612939463769221,0.025057557593781875,0.03178751979662918,0.026577854603643807,1.5622484545113067,64.0,,,9.5,64.0,65.0,0.21875,1.0,-11.134355367538722,,
value_mcts,128,-11.30715081064268,-26.118608559366358,-26.443966952525123,0.3253583931587632,0.21129134059586724,0.5071155337781834,0.0372920981042519,0.03604367011122056,0.01608977444957252,1.3761628940652249,128.0,,,9.5,128.0,129.0,0.2171875,1.0,-11.743053376067351,,
value_mcts,256,-11.945744665121344,-30.065545711160173,-30.100518447059006,0.03497273589883134,0.022455761084939158,0.3935055531845766,0.003368566570179761,0.0048052340526575105,0.005442578089406304,1.6494687338374248,256.0,,,9.5,256.0,257.0,0.2748046875,1.0,-12.162612255438592,,
value_mcts,512,-12.500056039328358,-21.532416553076352,-22.00247514247005,0.4700585893936956,0.3034243838638808,0.5569872237490046,0.05075575026752375,0.06730559164504203,0.03979508985818779,1.0711746065093115,512.0,,,9.5,512.0,513.0,0.27958984375,1.0,-12.62888065793053,,
value_mcts,1024,-12.942817264227774,-21.641474140588045,-22.03829023178053,0.39681609119248523,0.2281239698088117,0.507813489534762,0.03683674528989546,0.05492401796381511,0.02835045095304286,1.0991515089072903,1024.0,,,9.5,1024.0,1025.0,0.31640625,1.0,-13.029147794591793,-7.537734602588273,7.791459343314673
