planner,budget,mean_gap,median_gap,std_gap,max_gap,q90_gap,q95_gap
conservative_mcts,64,0.09536297093840389,3.816325033767498e-11,0.17928651770022283,0.43849735453159866,0.43849735453159866,0.43849735453159866
conservative_mcts,128,0.05189428527147868,5.631764921076865e-08,0.13653719377228327,0.43849735453159866,0.18179263284449873,0.43849735453159866
conservative_mcts,256,0.036051318283151355,9.662869615567615e-09,0.10389687361874766,0.43849735453159866,0.1266828210082617,0.16753125941743738
conservative_mcts,512,0.2637876903811103,0.0006879883759740579,0.8961861930281638,3.985824289048729,0.19587408094547681,1.0022144896864156
conservative_mcts,1024,0.26058468019918707,0.00020284589711749845,0.9598831720553251,4.2995153281178276,0.43125740787278505,0.6315482532109129
random_open_loop,64,0.01713671544353641,4.918115585894611e-07,0.07540471414869368,0.3374720716446795,0.0008887728047973604,0.020801423684362656
random_open_loop,128,0.013205412284606055,3.8776760646896946e-07,0.05859947065486768,0.26216411823917696,0.0009005824024246324,0.014002585501323857
random_open_loop,256,0.001079828654033399,2.577005844273117e-07,0.004482764313908635,0.020078688544728607,0.00023625285367714539,0.002335214555570899
random_open_loop,512,0.0031623682200237367,9.836061032331145e-08,0.01406216468448257,0.06290517970080245,4.4631477349810626e-05,0.003437285992264494
random_open_loop,1024,0.026441944728003895,2.217911365676173e-08,0.09138956015790187,0.3953856872748851,0.01718954463807751,0.14112504396119585
static_rollout_pool,64,0.10650942712932779,5.4774945915880835e-05,0.3165011096847743,1.351322546778885,0.3473368248873262,0.4818797512065325
static_rollout_pool,128,0.1340334572583508,0.0006404717644823421,0.5048681836348609,2.262648907527595,0.1308704176135896,0.36218835770359925
static_rollout_pool,256,0.06122432325308438,0.013707471168938667,0.15280746078567758,0.6691690795584648,0.11939144353445226,0.2518611791685785
static_rollout_pool,512,0.28072568992520813,0.003928454675877546,0.682196119545249,2.6737250649419835,0.779480054907184,1.6756998192471524
static_rollout_pool,1024,0.3005426482552517,0.010579943083842025,0.7939777974496341,3.3006853312056705,0.5891673432873537,1.6793578603736956
uct_mcts,64,0.09536297093840389,3.816325033767498e-11,0.17928651770022283,0.43849735453159866,0.43849735453159866,0.43849735453159866
uct_mcts,128,0.05189428527147868,5.631764921076865e-08,0.13653719377228327,0.43849735453159866,0.18179263284449873,0.43849735453159866
uct_mcts,256,0.04334400772076883,1.0257942051339342e-08,0.13220232410226024,0.43849735453159866,0.04382798931667319,0.4220007509620695
uct_mcts,512,0.09810967691880715,1.633703886305682e-05,0.20294003612099676,0.8451823949831336,0.16164502294137298,0.4423350144356719
uct_mcts,1024,0.6864565804555947,1.1912228650601264e-05,1.9678904909085078,7.021468138178932,0.9718935728150879,5.834909967407042
uncertainty_mcts,64,0.09536297093840389,3.816325033767498e-11,0.17928651770022283,0.43849735453159866,0.43849735453159866,0.43849735453159866
uncertainty_mcts,128,0.05189428527147868,5.631764921076865e-08,0.13653719377228327,0.43849735453159866,0.18179263284449873,0.43849735453159866
uncertainty_mcts,256,0.036051318283151355,9.662869615567615e-09,0.10389687361874766,0.43849735453159866,0.1266828210082617,0.16753125941743738
uncertainty_mcts,512,0.3573838262287742,0.0009056767910813335,0.9448153356103823,3.985824289048729,0.9293066314482535,1.8013947361050426
uncertainty_mcts,1024,0.2358988915373165,9.358689450067459e-06,0.8882729447463824,3.985826410424174,0.15602793409492513,0.6082216414085934
value_mcts,64,0.21087983607226715,2.2374811692316143e-07,0.4945730436545981,1.6864247596343205,0.7319660874939937,1.4547961004366035
value_mcts,128,0.3253583931587632,1.7960547005202443e-07,1.2858741392048798,5.772459565401558,0.15240267525232437,0.6886988615055712
value_mcts,256,0.03497273589883134,1.5987472323786278e-07,0.10190718296499804,0.43045297460258247,0.11791858164655379,0.16712904042098659
value_mcts,512,0.4700585893936956,0.012634713838728828,1.3359722605971,6.015449279469156,0.6858279075847495,1.293906852618281
value_mcts,1024,0.39681609119248523,0.0009158623150113954,1.5195315638074673,6.802507707609298,0.19588680307109807,1.1430486661416797
