episode_true_return,episode_model_steps,episode_max_pocket_score,episode_mean_plan_gap,planner,seed,budget
-9.167489005761055,90.0,3.9838858173757093e-10,0.0014471113634371591,random_open_loop,0,1024
-7.895391215989029,5040.0,0.00032674720651531614,3.73486703068023,best_of_n,0,1024
-7.662095696111717,5120.0,1.6882001977354172e-05,-0.6702468757484412,uct_mcts,0,1024
-7.518833985738057,5120.0,0.0010390528847540718,7.713786345691861,value_mcts,0,1024
-7.834742930481991,5120.0,8.228194274080255e-06,-0.9644822173436882,uncertainty_mcts,0,1024
-7.636266580913529,5120.0,1.6882001977354172e-05,0.4431628038843513,conservative_mcts,0,1024
-9.460897722250888,90.0,1.1403744227892142e-07,5.327099447782757e-06,random_open_loop,1,1024
-8.76059802238018,5040.0,1.1403744227892142e-07,0.3524958627234838,best_of_n,1,1024
-7.855383229202915,5120.0,1.4252029737070889e-05,1.096741637775219,uct_mcts,1,1024
-7.613337069989138,5120.0,0.00015463619257601307,7.584988484689539,value_mcts,1,1024
-7.751554434420508,5120.0,0.0002624471518775392,1.2137997034246415,uncertainty_mcts,1,1024
-8.14186523014418,5120.0,2.6407071093870316e-06,0.4324620283452667,conservative_mcts,1,1024
-9.596638847188657,90.0,3.1548400558590252e-06,1.8467614139439093e-05,random_open_loop,2,1024
-7.997397779738731,5040.0,8.039778023543715e-08,0.0765197863341939,best_of_n,2,1024
-7.546710440119996,5120.0,0.00015463619257601307,0.001377923247061119,uct_mcts,2,1024
-7.518833985738057,5120.0,0.0010390528847540718,6.1353965263187105,value_mcts,2,1024
-7.7599403098982505,5120.0,0.0002624471518775392,0.3105458730884475,uncertainty_mcts,2,1024
-8.175641419524956,5120.0,2.4188416376907494e-05,0.014182224234435381,conservative_mcts,2,1024
-8.915267676690233,90.0,2.33047222361914e-09,9.063763059984354e-05,random_open_loop,3,1024
-8.339537515004942,5040.0,7.267763561887095e-08,0.3610605318539822,best_of_n,3,1024
-8.010599252162686,5120.0,0.0003267472065153167,0.002080262427826085,uct_mcts,3,1024
-7.518833985738057,5120.0,0.0010390528847540718,8.264054950525054,value_mcts,3,1024
-7.912014338089881,5120.0,7.942687097991392e-08,0.9916317045749554,uncertainty_mcts,3,1024
-7.912014338089881,5120.0,7.942687097991392e-08,0.0029110129861059874,conservative_mcts,3,1024
-10.506968463392766,90.0,1.8240557178319793e-12,8.516207699926781e-07,random_open_loop,4,1024
-7.913161100115724,5040.0,4.481875082112487e-06,0.49559324682053896,best_of_n,4,1024
-8.162346124074856,5120.0,1.0595684952023538e-06,0.001428993777720322,uct_mcts,4,1024
-7.518833985738057,5120.0,0.0010390528847540718,9.259070409348201,value_mcts,4,1024
-7.613337069989138,5120.0,0.00015463619257601307,0.4289643522960219,uncertainty_mcts,4,1024
-7.751771259065546,5120.0,0.0002624471518775392,0.45597852917361265,conservative_mcts,4,1024
