episode_true_return,episode_model_steps,episode_max_pocket_score,episode_mean_plan_gap,planner,seed,budget
-7.4325632717127466,72.0,3.9838858173757093e-10,0.00010246427885185483,random_open_loop,0,256
-7.091512269978472,1008.0,1.1403744227892142e-07,0.0057254805437452205,static_rollout_pool,0,256
-6.720958534016669,1024.0,4.892969927546833e-07,1.6284773999061075,uct_mcts,0,256
-6.6519807852247475,1024.0,1.9174682677444315e-06,1.1764681704392537,value_mcts,0,256
-6.720958534016669,1024.0,4.892969927546833e-07,1.6284773999061075,uncertainty_mcts,0,256
-6.88196159742005,1024.0,2.9733064295173355e-09,6.618124182011798e-08,conservative_mcts,0,256
-7.7376458800928845,72.0,1.1403744227892142e-07,7.370375021409359e-07,random_open_loop,1,256
-8.029734066553688,1008.0,8.834643856988751e-11,0.4323772574380875,static_rollout_pool,1,256
-6.705947590929157,1024.0,5.396556118899892e-08,0.42473464562294705,uct_mcts,1,256
-6.788877354748486,1024.0,2.6140802592674953e-06,0.0005640030796891793,value_mcts,1,256
-6.705947590929157,1024.0,5.396556118899892e-08,0.42473464562294705,uncertainty_mcts,1,256
-6.705947590929157,1024.0,5.396556118899892e-08,0.42473464562294705,conservative_mcts,1,256
-7.915697278827334,72.0,2.0975690744158532e-07,1.9221764524068874e-05,random_open_loop,2,256
-7.060296256182875,1008.0,2.5984878096837894e-08,0.09191295343737682,static_rollout_pool,2,256
-6.8508932746771976,1024.0,7.185103501091852e-07,1.8624090082157214,uct_mcts,2,256
-6.399357592263674,1024.0,1.1331739608155765e-05,1.984479074847719,value_mcts,2,256
-6.8508932746771976,1024.0,7.185103501091852e-07,1.8624090082157214,uncertainty_mcts,2,256
-6.8508932746771976,1024.0,7.185103501091852e-07,1.8624090082157214,conservative_mcts,2,256
-7.119543472847979,72.0,2.33047222361914e-09,0.00011329699015671935,random_open_loop,3,256
-6.943051572368379,1008.0,6.091756926877913e-07,0.07297252044852609,static_rollout_pool,3,256
-8.079666110428857,1024.0,1.7096392201257124e-09,0.5392451849504787,uct_mcts,3,256
-6.719125614256349,1024.0,2.545462114323989e-06,0.0014714973665297393,value_mcts,3,256
-6.6464817094541075,1024.0,3.6568895793463035e-09,0.031395076908335984,uncertainty_mcts,3,256
-6.6464817094541075,1024.0,3.6568895793463035e-09,0.031395076908335984,conservative_mcts,3,256
