planner,budget,mean_gap,median_gap,std_gap,max_gap,q90_gap,q95_gap
conservative_mcts,64,0.10962435271634074,2.8166729393319656e-08,0.21924866787684022,0.43849735453159866,0.3069481650674139,0.3727227597995061
conservative_mcts,128,0.11010064395804431,0.0009526106312076621,0.21893298258619226,0.43849735453159866,0.3075197139912828,0.37300853426144054
conservative_mcts,256,0.0009062755883224582,0.0008599414676613293,0.001049203064244857,0.0019052193972122211,0.0018496153812627369,0.001877417389237479
random_open_loop,64,0.0001790923142230838,9.408665790466841e-05,0.0002489476831006698,0.0005281311746720974,0.0004260554644570647,0.0004770933195645809
random_open_loop,128,0.0002518848100780957,3.304323669084397e-05,0.0004607652731270095,0.000941452199331394,0.0006788381121285882,0.0008101451557299907
random_open_loop,256,1.4492594750947774e-06,5.916154570684284e-07,2.112318112642013e-06,4.591564426448258e-06,3.4051615209307336e-06,3.998362973689494e-06
static_rollout_pool,64,5.319750488208541e-05,1.2308351859502409e-05,9.04800446002341e-05,0.00018787880728865503,0.00013874645965294977,0.00016331263347080233
static_rollout_pool,128,0.02913524845850457,0.00011853359623259507,0.05809802052207319,0.11628222865519078,0.0814488586437765,0.09886554364948359
static_rollout_pool,256,0.06751020054026036,0.019994996082292715,0.1086724051792084,0.2298976054638473,0.1674901298280521,0.1986938676459496
uct_mcts,64,0.10962435271634074,2.8166729393319656e-08,0.21924866787684022,0.43849735453159866,0.3069481650674139,0.3727227597995061
uct_mcts,128,0.11010064395804431,0.0009526106312076621,0.21893298258619226,0.43849735453159866,0.3075197139912828,0.37300853426144054
uct_mcts,256,0.0009062755883224582,0.0008599414676613293,0.001049203064244857,0.0019052193972122211,0.0018496153812627369,0.001877417389237479
uncertainty_mcts,64,0.10962435271634074,2.8166729393319656e-08,0.21924866787684022,0.43849735453159866,0.3069481650674139,0.3727227597995061
uncertainty_mcts,128,0.11010064395804431,0.0009526106312076621,0.21893298258619226,0.43849735453159866,0.3075197139912828,0.37300853426144054
uncertainty_mcts,256,0.0009062755883224582,0.0008599414676613293,0.001049203064244857,0.0019052193972122211,0.0018496153812627369,0.001877417389237479
value_mcts,64,0.0004958484556318865,5.536122671401245e-09,0.0009916895231004274,0.0019833827402635507,0.0013883711510576549,0.001685876945660602
value_mcts,128,1.4435473528144245,0.0008647687243055202,2.8859415885760287,5.772459565401558,4.041238098980614,4.906848832191083
value_mcts,256,0.03831747304899835,3.100453227489197e-09,0.07663494196091852,0.15326988599037605,0.10728892204849604,0.13027940401943597
