depth,discount,model_reward,true_reward,reward_bias,uncertainty,transition_error,model_pocket_score,true_pocket_score,planner,seed,budget
2,0.98,-2.0247249803423117,-2.024724981099563,7.572511506737101e-10,0.025000000023794707,7.313380998638556e-10,2.4036532344578486e-11,2.4036531885672695e-11,uct_mcts,0,256
3,0.9603999999999999,-2.1170086034636464,-2.117008604188877,7.252305422866812e-10,0.02500000000020116,7.314289350490137e-10,1.9912677949031498e-13,1.991267753938048e-13,uct_mcts,0,256
4,0.9411919999999999,-2.217099449580598,-2.217099450298732,7.181339967132772e-10,0.025000000000001008,7.314293887976364e-10,9.720263715586862e-16,9.72026350404124e-16,uct_mcts,0,256
5,0.9223681599999999,-2.3239780331130935,-2.323978033822855,7.097615828399739e-10,0.025,7.314293342410846e-10,2.795869828877463e-18,2.795869764707868e-18,uct_mcts,0,256
6,0.9039207967999998,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uct_mcts,0,256
7,0.8858423808639998,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uct_mcts,0,256
8,0.8681255332467198,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uct_mcts,0,256
9,0.8507630225817854,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uct_mcts,0,256
10,0.8337477621301497,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uct_mcts,0,256
11,0.8170728068875467,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uct_mcts,0,256
12,0.8007313507497957,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uct_mcts,0,256
13,0.7847167237347998,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uct_mcts,0,256
14,0.7690223892601038,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uct_mcts,0,256
15,0.7536419414749017,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uct_mcts,0,256
16,0.7385691026454037,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uct_mcts,0,256
17,0.7237977205924956,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uct_mcts,0,256
18,0.7093217661806457,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uct_mcts,0,256
1,1.0,-1.9413767875851797,-1.9413767902720538,2.6868740565788585e-09,0.02500000166109042,7.207888462984599e-10,1.7096392201257124e-09,1.7096392201257124e-09,uncertainty_mcts,0,256
2,0.98,-2.0247249803423117,-2.024724981099563,7.572511506737101e-10,0.025000000023794707,7.313380998638556e-10,2.4036532344578486e-11,2.4036531885672695e-11,uncertainty_mcts,0,256
3,0.9603999999999999,-2.1170086034636464,-2.117008604188877,7.252305422866812e-10,0.02500000000020116,7.314289350490137e-10,1.9912677949031498e-13,1.991267753938048e-13,uncertainty_mcts,0,256
4,0.9411919999999999,-2.217099449580598,-2.217099450298732,7.181339967132772e-10,0.025000000000001008,7.314293887976364e-10,9.720263715586862e-16,9.72026350404124e-16,uncertainty_mcts,0,256
5,0.9223681599999999,-2.3239780331130935,-2.323978033822855,7.097615828399739e-10,0.025,7.314293342410846e-10,2.795869828877463e-18,2.795869764707868e-18,uncertainty_mcts,0,256
6,0.9039207967999998,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uncertainty_mcts,0,256
7,0.8858423808639998,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uncertainty_mcts,0,256
8,0.8681255332467198,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uncertainty_mcts,0,256
9,0.8507630225817854,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uncertainty_mcts,0,256
10,0.8337477621301497,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uncertainty_mcts,0,256
11,0.8170728068875467,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uncertainty_mcts,0,256
12,0.8007313507497957,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uncertainty_mcts,0,256
13,0.7847167237347998,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uncertainty_mcts,0,256
14,0.7690223892601038,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uncertainty_mcts,0,256
15,0.7536419414749017,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uncertainty_mcts,0,256
16,0.7385691026454037,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uncertainty_mcts,0,256
17,0.7237977205924956,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uncertainty_mcts,0,256
18,0.7093217661806457,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,uncertainty_mcts,0,256
1,1.0,-1.9413767875851797,-1.9413767902720538,2.6868740565788585e-09,0.02500000166109042,7.207888462984599e-10,1.7096392201257124e-09,1.7096392201257124e-09,conservative_mcts,0,256
2,0.98,-2.0247249803423117,-2.024724981099563,7.572511506737101e-10,0.025000000023794707,7.313380998638556e-10,2.4036532344578486e-11,2.4036531885672695e-11,conservative_mcts,0,256
3,0.9603999999999999,-2.1170086034636464,-2.117008604188877,7.252305422866812e-10,0.02500000000020116,7.314289350490137e-10,1.9912677949031498e-13,1.991267753938048e-13,conservative_mcts,0,256
4,0.9411919999999999,-2.217099449580598,-2.217099450298732,7.181339967132772e-10,0.025000000000001008,7.314293887976364e-10,9.720263715586862e-16,9.72026350404124e-16,conservative_mcts,0,256
5,0.9223681599999999,-2.3239780331130935,-2.323978033822855,7.097615828399739e-10,0.025,7.314293342410846e-10,2.795869828877463e-18,2.795869764707868e-18,conservative_mcts,0,256
6,0.9039207967999998,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,conservative_mcts,0,256
7,0.8858423808639998,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,conservative_mcts,0,256
8,0.8681255332467198,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,conservative_mcts,0,256
9,0.8507630225817854,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,conservative_mcts,0,256
10,0.8337477621301497,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,conservative_mcts,0,256
11,0.8170728068875467,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,conservative_mcts,0,256
12,0.8007313507497957,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,conservative_mcts,0,256
13,0.7847167237347998,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,conservative_mcts,0,256
14,0.7690223892601038,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,conservative_mcts,0,256
15,0.7536419414749017,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,conservative_mcts,0,256
16,0.7385691026454037,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,conservative_mcts,0,256
17,0.7237977205924956,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,conservative_mcts,0,256
18,0.7093217661806457,-2.337768902824563,-2.3377689032845455,4.5998227449217666e-10,0.025,6.370259875154716e-10,1.2963442815965994e-18,1.2963442696531353e-18,conservative_mcts,0,256
