planner,predicted_return,sequence_model_return,sequence_true_return,selected_return_gap,model_bias,model_uncertainty,transition_error,max_pocket_score,true_max_pocket_score,min_goal_distance,model_steps,candidate_count,static_search,dataset,seed,budget,horizon,reward_bias,output_tag,simulations,tree_nodes,search_concentration,adaptive_search,root_value
uncertainty_mcts_240,-28.127961410145492,-27.088041181658213,-27.088041239973908,5.831569538372605e-08,2.0838808342170752e-08,0.3810808492580956,5.487417105037734e-09,8.565666917366824e-09,8.565666716067322e-09,1.6002287467761087,1024.0,,,capture_replay,5,1024,18,1.15,default,62.0,63.0,0.4838709677419355,1.0,-29.529801738875637
conservative_mcts,-27.949093947721067,-29.6538673217485,-29.653867335756633,1.4008133319975968e-08,4.93265852267026e-09,0.38108083940992993,1.1924025430683372e-09,2.302056918325112e-09,2.3020568986141628e-09,1.6205246064160828,1024.0,,,capture_replay,5,1024,18,1.15,default,64.0,65.0,0.796875,1.0,-28.75724284205114
static_rollout_pool,-20.670181399309154,-20.670181399309154,-23.970866730514825,3.3006853312056705,2.213442628543773,1.907983692802175,0.5244950436036546,0.47664931470562305,0.1463120163993523,1.2552930365482793,1008.0,56.0,1.0,capture_replay,6,1024,18,1.15,default,,,,,
uct_mcts,-28.764094165620456,-14.468408359263906,-14.535165106098752,0.06675674683484623,0.056507658088461615,0.41095438590315525,0.005548523056931904,0.015517121134858765,0.01568386177206734,0.2461103674908981,1024.0,,,capture_replay,6,1024,18,1.15,default,61.0,62.0,0.5081967213114754,1.0,-29.34743801470177
uncertainty_mcts_085,-27.683935289136343,-20.44988005181744,-24.435706462241615,3.985826410424174,2.923374638624442,2.205312106613744,0.5937506351725361,0.565324545964732,0.09357719054110829,1.4438643538323872,1024.0,,,capture_replay,6,1024,18,1.15,default,63.0,64.0,0.7301587301587301,1.0,-28.605488760506994
uncertainty_mcts_240,-27.58465505171689,-16.80572176936975,-16.80621053257441,0.000488763204661069,0.00020037179914595465,0.3811963721948969,3.7764540040672086e-05,4.5522733324091164e-05,4.551457126360642e-05,0.7137355548433281,1024.0,,,capture_replay,6,1024,18,1.15,default,63.0,64.0,0.7301587301587301,1.0,-28.676520791637667
conservative_mcts,-27.765701991559457,-16.80572176936975,-16.80621053257441,0.000488763204661069,0.00020037179914595465,0.3811963721948969,3.7764540040672086e-05,4.5522733324091164e-05,4.551457126360642e-05,0.7137355548433281,1024.0,,,capture_replay,6,1024,18,1.15,default,63.0,64.0,0.7301587301587301,1.0,-28.83330427162069
static_rollout_pool,-21.91884496533446,-21.91884496533446,-21.92930899182684,0.010464026492378764,0.00389013596757891,0.38334441044613543,0.0007710932571354397,0.0007119158687396125,0.0007075683093204399,1.1890414131179978,1008.0,56.0,1.0,capture_replay,7,1024,18,1.15,default,,,,,
uct_mcts,-27.31522314646159,-25.413729518948262,-25.41373202164417,2.5026959065144183e-06,1.0519814798867782e-06,0.38108146940425214,2.4888596656837476e-07,6.091757515123404e-07,6.091756926877913e-07,1.574293318566927,1024.0,,,capture_replay,7,1024,18,1.15,default,62.0,63.0,0.5645161290322581,1.0,-28.265346250118245
uncertainty_mcts_085,-27.365163921653856,-26.799339024787376,-26.79933934744119,3.226538147771407e-07,1.179701549244447e-07,0.3810809086623266,3.030845200940454e-08,4.879170571168465e-08,4.879169896808666e-08,1.6004805663607988,1024.0,,,capture_replay,7,1024,18,1.15,default,63.0,64.0,0.6349206349206349,1.0,-28.07616492728693
uncertainty_mcts_240,-28.239302504386405,-26.485573044603125,-26.48557310968324,6.508011551886739e-08,2.6181451360866627e-08,0.3810808524325354,6.674337014399369e-09,1.3274822002696544e-08,1.327482179233308e-08,1.6004805663607988,1024.0,,,capture_replay,7,1024,18,1.15,default,62.0,63.0,0.6129032258064516,1.0,-28.786365429389917
conservative_mcts,-27.89458348770285,-14.395108596180982,-14.407126302296366,0.01201770611538322,0.011291122987818172,0.38701683997854774,0.0010291940616339369,0.0029826525201192768,0.0029841370563379412,0.14973505449383245,1024.0,,,capture_replay,7,1024,18,1.15,default,62.0,63.0,0.6774193548387096,1.0,-28.918188116103714
static_rollout_pool,-23.902927481628,-23.902927481628,-23.90305749770969,0.00013001608168750067,4.420220745602522e-05,0.3811071245471116,9.866496666619067e-06,1.0244932763570657e-05,1.0244117623252152e-05,1.3576951122926124,1008.0,56.0,1.0,capture_replay,8,1024,18,1.15,default,,,,,
uct_mcts,-28.022038986087836,-26.432109304330424,-26.43210999835822,6.940277970102215e-07,2.5258753377626103e-07,0.38108098972501486,6.227934207996668e-08,1.2449150215856782e-08,1.2449130765670084e-08,1.7102995107153,1024.0,,,capture_replay,8,1024,18,1.15,default,62.0,63.0,0.6451612903225806,1.0,-28.913765860129207
uncertainty_mcts_085,-27.958592322203955,-34.5981277868219,-34.59812779056488,3.7429828125823406e-09,1.6708044319722148e-09,0.38108083744762433,4.213510421426664e-10,8.539074116047596e-10,8.539074100974078e-10,1.7324928448640347,1024.0,,,capture_replay,8,1024,18,1.15,default,63.0,64.0,0.8253968253968254,1.0,-28.665555843892594
uncertainty_mcts_240,-27.848129000363013,-34.24574198711397,-34.24574221161656,2.2450258541084622e-07,1.1020127757438987e-07,0.38108090306703446,2.670561076433129e-08,6.073562353749919e-08,6.073561716816047e-08,1.6450227961946302,1024.0,,,capture_replay,8,1024,18,1.15,default,64.0,65.0,0.828125,1.0,-28.656120452122604
conservative_mcts,-28.029619486713045,-34.24574198711397,-34.24574221161656,2.2450258541084622e-07,1.1020127757438987e-07,0.38108090306703446,2.670561076433129e-08,6.073562353749919e-08,6.073561716816047e-08,1.6450227961946302,1024.0,,,capture_replay,8,1024,18,1.15,default,64.0,65.0,0.828125,1.0,-28.819486011282006
static_rollout_pool,-22.29216566705286,-22.29216566705286,-22.302861526728165,0.010695859675305286,0.004300897976297417,0.3835489093667174,0.0007842114667315798,0.002465024138021302,0.002463923933888711,1.1191232538512284,1008.0,56.0,1.0,capture_replay,9,1024,18,1.15,default,,,,,
uct_mcts,-26.57590349196788,-29.415603635548823,-29.415630919840638,2.7284291814311246e-05,1.4271961806206638e-05,0.38108943102345133,3.390263138671252e-06,4.482224513494893e-06,4.4820942617440855e-06,1.6105119784422564,1024.0,,,capture_replay,9,1024,18,1.15,default,63.0,64.0,0.5873015873015873,1.0,-27.787848341511868
uncertainty_mcts_085,-27.59743564733358,-30.682337718330164,-30.682341104572775,3.386242610758927e-06,1.0753261618727887e-06,0.3810814851579717,2.5768129036371535e-07,6.091762001971623e-07,6.091756926877913e-07,1.623246217783903,1024.0,,,capture_replay,9,1024,18,1.15,default,63.0,64.0,0.6825396825396826,1.0,-28.38529367468055
uncertainty_mcts_240,-28.03376805048007,-27.00100066705578,-27.001007916499788,7.249444006873773e-06,2.5014643178958387e-06,0.3810823619311987,6.308703225169941e-07,1.1403916662929924e-07,1.1403744227892142e-07,1.762817181772686,1024.0,,,capture_replay,9,1024,18,1.15,default,63.0,64.0,0.6825396825396826,1.0,-28.852228381966196
conservative_mcts,-27.60084572060148,-28.620498644303087,-28.620849458748236,0.0003508144451487283,0.00019019156114594363,0.381193952454069,4.244753139247859e-05,0.00010380431920122551,0.00010380183370298689,1.4598538451019631,1024.0,,,capture_replay,9,1024,18,1.15,default,63.0,64.0,0.5873015873015873,1.0,-28.769158503693646
static_rollout_pool,-19.63160773242035,-19.63160773242035,-19.71879002714301,0.08718229472266259,0.04136922963945618,0.40439324830170137,0.006653674351948805,0.023884577370065763,0.023710035114791552,0.8839932532395238,1008.0,56.0,1.0,capture_replay,10,1024,18,1.15,default,,,,,
uct_mcts,-27.63453405102266,-26.597257159543947,-26.597257278361905,1.1881795813906137e-07,4.576295809471222e-08,0.38108086439148325,1.164593858218934e-08,1.3274823566897421e-08,1.327482179233308e-08,1.6004805663607988,1024.0,,,capture_replay,10,1024,18,1.15,default,62.0,63.0,0.6290322580645161,1.0,-28.573178774427642
uncertainty_mcts_085,-28.14046070577751,-19.585184524430353,-19.58518783368099,3.3092506370735464e-06,1.2144486498312777e-06,0.38108154817951184,2.509441698246732e-07,2.6984855604061745e-07,2.6984809014343985e-07,0.9400073839121375,1024.0,,,capture_replay,10,1024,18,1.15,default,63.0,64.0,0.7301587301587301,1.0,-28.87997301776215
uncertainty_mcts_240,-28.39057373531091,-26.799339024787376,-26.79933934744119,3.226538147771407e-07,1.179701549244447e-07,0.3810809086623266,3.030845200940454e-08,4.879170571168465e-08,4.879169896808666e-08,1.6004805663607988,1024.0,,,capture_replay,10,1024,18,1.15,default,62.0,63.0,0.6290322580645161,1.0,-29.370582034085736
conservative_mcts,-28.55940307220332,-26.799339024787376,-26.79933934744119,3.226538147771407e-07,1.179701549244447e-07,0.3810809086623266,3.030845200940454e-08,4.879170571168465e-08,4.879169896808666e-08,1.6004805663607988,1024.0,,,capture_replay,10,1024,18,1.15,default,62.0,63.0,0.6290322580645161,1.0,-29.51326500521539
static_rollout_pool,-23.045060804034073,-23.045060804034073,-23.045111150063736,5.034602966347279e-05,4.2335549249002766e-05,0.3811049246339602,7.360605699521471e-06,3.7313687808911056e-05,3.731336183327235e-05,1.0951183970392007,1008.0,56.0,1.0,capture_replay,11,1024,18,1.15,default,,,,,
uct_mcts,-26.11317504505966,-17.798661353206754,-17.79870502990834,4.367670158700321e-05,1.6996323121309756e-05,0.38109069536007095,3.3162746707425855e-06,3.886693056862263e-06,3.886610242752041e-06,0.8279873720779249,1024.0,,,capture_replay,11,1024,18,1.15,default,64.0,65.0,0.75,1.0,-27.079316404725
uncertainty_mcts_085,-25.69080859218722,-22.2819093042891,-22.282399000056646,0.0004896957675448732,0.00020393136611910787,0.3812008028779369,4.299625983963756e-05,1.134009923818378e-05,1.1331739608155745e-05,1.3959846879744016,1024.0,,,capture_replay,11,1024,18,1.15,default,64.0,65.0,0.671875,1.0,-27.065479786007426
uncertainty_mcts_240,-26.251519339139243,-29.433969658664275,-29.433979475233823,9.816569548348753e-06,5.241534450178355e-06,0.3810839881745513,1.2360923167715991e-06,2.6140889655278173e-06,2.6140802592674953e-06,1.5528518386201535,1024.0,,,capture_replay,11,1024,18,1.15,default,64.0,65.0,0.671875,1.0,-27.615668500268026
conservative_mcts,-27.030258245103965,-30.10289984767232,-30.10290233373386,2.486061539741513e-06,1.1319335283127154e-06,0.3810815168349971,2.665057666364901e-07,4.89297431161896e-07,4.892969927546833e-07,1.5528518386201535,1024.0,,,capture_replay,11,1024,18,1.15,default,63.0,64.0,0.6666666666666666,1.0,-28.188614273876794
static_rollout_pool,-23.171091281073313,-23.171091281073313,-23.28208809628552,0.11099681521220717,0.06191905011481105,0.41697269748694293,0.011510258166730123,0.036716094012298445,0.036222975244412016,1.1394036705695272,1008.0,56.0,1.0,capture_replay,12,1024,18,1.15,default,,,,,
uct_mcts,-26.82428583076367,-21.740637724519377,-21.74063773216624,7.646860922250198e-09,2.1831063217097874e-09,0.38108083775267376,5.364184191211453e-10,8.539074116047596e-10,8.539074100974078e-10,1.2139037832872448,1024.0,,,capture_replay,12,1024,18,1.15,default,63.0,64.0,0.7301587301587301,1.0,-27.874367867406605
uncertainty_mcts_085,-26.645886918676087,-13.656111810139947,-13.682025910187711,0.025914100047764066,0.023047342362157514,0.3932242408290676,0.002159610617013044,0.006171612216716055,0.006212355883960672,0.17891651418249255,1024.0,,,capture_replay,12,1024,18,1.15,default,64.0,65.0,0.8125,1.0,-27.51453057210309
uncertainty_mcts_240,-26.913913907556374,-15.259730314920485,-15.284805784579163,0.025075469658677463,0.022397943233751407,0.392882073287497,0.002098748607663116,0.006272182688766609,0.006293059066534879,0.18096018864637403,1024.0,,,capture_replay,12,1024,18,1.15,default,63.0,64.0,0.6031746031746031,1.0,-28.37933978937673
conservative_mcts,-27.506343891150433,-31.595772156002752,-31.595775650604097,3.494601344300463e-06,1.0724263365394464e-06,0.3810814834020603,2.569739679187386e-07,6.091757618292789e-07,6.091756926877913e-07,1.623246217783903,1024.0,,,capture_replay,12,1024,18,1.15,default,64.0,65.0,0.8125,1.0,-28.329893681475124
static_rollout_pool,-21.686968224527778,-21.686968224527778,-21.7038581123789,0.016889887851121443,0.007650209620425029,0.38547900071733365,0.001410407492253597,0.002602637579389894,0.002600672196417734,0.7911908393272323,1008.0,56.0,1.0,capture_replay,13,1024,18,1.15,default,,,,,
uct_mcts,-26.34770137093486,-14.748404855780263,-15.178147929561925,0.4297430737816619,0.32026035876946435,0.5510730817555911,0.03568326123094184,0.08963875270105953,0.09783172818156793,0.4049031858048676,1024.0,,,capture_replay,13,1024,18,1.15,default,63.0,64.0,0.6825396825396826,1.0,-27.865744310756217
uncertainty_mcts_085,-27.64098636611689,-26.549061310011744,-26.549061421576774,1.1156502921494393e-07,4.3367422351755554e-08,0.38108086290974985,1.1001857045310236e-08,1.3274823380705833e-08,1.327482179233308e-08,1.6004805663607988,1024.0,,,capture_replay,13,1024,18,1.15,default,63.0,64.0,0.6825396825396826,1.0,-28.6788110834478
uncertainty_mcts_240,-28.133690822126134,-26.549061310011744,-26.549061421576774,1.1156502921494393e-07,4.3367422351755554e-08,0.38108086290974985,1.1001857045310236e-08,1.3274823380705833e-08,1.327482179233308e-08,1.6004805663607988,1024.0,,,capture_replay,13,1024,18,1.15,default,63.0,64.0,0.6825396825396826,1.0,-29.183092374071336
conservative_mcts,-28.315047227482,-26.549061310011744,-26.549061421576774,1.1156502921494393e-07,4.3367422351755554e-08,0.38108086290974985,1.1001857045310236e-08,1.3274823380705833e-08,1.327482179233308e-08,1.6004805663607988,1024.0,,,capture_replay,13,1024,18,1.15,default,63.0,64.0,0.6825396825396826,1.0,-29.337122946681973
static_rollout_pool,-22.858672252964578,-22.858672252964578,-22.895683699856924,0.03701144689234681,0.013100048635704097,0.3887123953650188,0.0025971078326122495,0.003628320968002924,0.003581604803475602,1.2507583508573883,1008.0,56.0,1.0,capture_replay,14,1024,18,1.15,default,,,,,
uct_mcts,-27.140739723077118,-30.845712568213564,-30.845715026483987,2.4582704227782415e-06,1.0781770691702043e-06,0.3810814869271065,2.584588023435601e-07,6.091761971791865e-07,6.091756926877913e-07,1.623246217783903,1024.0,,,capture_replay,14,1024,18,1.15,default,64.0,65.0,0.765625,1.0,-28.113925059918017
uncertainty_mcts_085,-27.037576770118672,-28.964642706407446,-28.964653535627452,1.0829220006058904e-05,3.777212995367693e-06,0.3810830897657448,8.564436777533065e-07,1.9174763987777935e-06,1.9174682677444315e-06,1.4877943912874851,1024.0,,,capture_replay,14,1024,18,1.15,default,64.0,65.0,0.765625,1.0,-28.103863250952074
uncertainty_mcts_240,-27.47871374026504,-28.964642706407446,-28.964653535627452,1.0829220006058904e-05,3.777212995367693e-06,0.3810830897657448,8.564436777533065e-07,1.9174763987777935e-06,1.9174682677444315e-06,1.4877943912874851,1024.0,,,capture_replay,14,1024,18,1.15,default,64.0,65.0,0.765625,1.0,-28.567290633936782
conservative_mcts,-28.111991255388055,-28.552732614691493,-28.55479342171168,0.002060807020185962,0.0020386770803054502,0.3823398616978108,0.0005438292036397354,0.00022939449080055388,0.00022939383620477593,1.6105119784422564,1024.0,,,capture_replay,14,1024,18,1.15,default,64.0,65.0,0.765625,1.0,-29.07263748156293
static_rollout_pool,-19.55286512158999,-19.55286512158999,-21.146889957183053,1.5940248355930642,1.4044601857175432,1.2251470356590282,0.2626431496809718,0.5451687976240746,0.3351198294681245,1.0438665654511619,1008.0,56.0,1.0,capture_replay,15,1024,18,1.15,default,,,,,
uct_mcts,-27.525924331051684,-32.87189763536514,-32.87196011921667,6.248385153639902e-05,4.087094023411724e-05,0.3811057079385748,1.0203987063799942e-05,2.574847548216103e-05,2.5748124709280773e-05,1.7321951391226105,1024.0,,,capture_replay,15,1024,18,1.15,default,64.0,65.0,0.71875,1.0,-28.471293583236957
uncertainty_mcts_085,-28.01999287728264,-25.07356819771212,-25.073570031270094,1.8335579738959495e-06,8.037023677256152e-07,0.38108131697003356,1.8430989266559684e-07,4.892970445214674e-07,4.892969927546824e-07,1.5258453438414528,1024.0,,,capture_replay,15,1024,18,1.15,default,63.0,64.0,0.746031746031746,1.0,-28.762479922886385
uncertainty_mcts_240,-28.392959050663197,-13.656111810139947,-13.682025910187711,0.025914100047764066,0.023047342362157514,0.3932242408290676,0.002159610617013044,0.006171612216716055,0.006212355883960672,0.17891651418249255,1024.0,,,capture_replay,15,1024,18,1.15,default,63.0,64.0,0.746031746031746,1.0,-29.17930575259979
conservative_mcts,-28.67691395274088,-25.07356819771212,-25.073570031270094,1.8335579738959495e-06,8.037023677256152e-07,0.38108131697003356,1.8430989266559684e-07,4.892970445214674e-07,4.892969927546824e-07,1.5258453438414528,1024.0,,,capture_replay,15,1024,18,1.15,default,63.0,64.0,0.746031746031746,1.0,-29.413849891049985
static_rollout_pool,-19.446296514185097,-19.446296514185097,-19.446314672029295,1.81578441988961e-05,8.902692631834656e-06,0.38108587857985704,1.5033129863244106e-06,2.6380389288953906e-06,2.6380095939522386e-06,0.8410371719831798,1008.0,56.0,1.0,capture_replay,16,1024,18,1.15,default,,,,,
uct_mcts,-27.31985944291249,-30.1252191284045,-30.125221175585686,2.0471811872369017e-06,9.520652160885775e-07,0.38108140793282497,2.226559289336799e-07,4.892970445214674e-07,4.892969927546824e-07,1.5528518386201535,1024.0,,,capture_replay,16,1024,18,1.15,default,63.0,64.0,0.7301587301587301,1.0,-28.26307194878013
uncertainty_mcts_085,-27.394644548634663,-17.838130418639597,-17.838146721136194,1.6302496597120353e-05,5.9865955799861985e-06,0.3810843237670751,1.1963464684644473e-06,1.3520075421737125e-06,1.3519979987157959e-06,0.873733774014723,1024.0,,,capture_replay,16,1024,18,1.15,default,63.0,64.0,0.7301587301587301,1.0,-28.396376698328563
uncertainty_mcts_240,-27.699650831506762,-30.1252191284045,-30.125221175585686,2.0471811872369017e-06,9.520652160885775e-07,0.38108140793282497,2.226559289336799e-07,4.892970445214674e-07,4.892969927546824e-07,1.5528518386201535,1024.0,,,capture_replay,16,1024,18,1.15,default,63.0,64.0,0.7301587301587301,1.0,-28.762591010480058
conservative_mcts,-27.76916366232845,-30.1252191284045,-30.125221175585686,2.0471811872369017e-06,9.520652160885775e-07,0.38108140793282497,2.226559289336799e-07,4.892970445214674e-07,4.892969927546824e-07,1.5528518386201535,1024.0,,,capture_replay,16,1024,18,1.15,default,63.0,64.0,0.7301587301587301,1.0,-28.83793688704668
static_rollout_pool,-19.867149377492527,-19.867149377492527,-19.867496023515006,0.00034664602247858056,0.0002567863624705419,0.3812199657637365,3.127323979553985e-05,0.00011381841281043143,0.00011380552627743756,0.6148978985978099,1008.0,56.0,1.0,capture_replay,17,1024,18,1.15,default,,,,,
