planner,predicted_return,sequence_model_return,sequence_true_return,selected_return_gap,model_bias,model_uncertainty,transition_error,max_pocket_score,true_max_pocket_score,min_goal_distance,model_steps,candidate_count,static_search,dataset,seed,budget,horizon,reward_bias,output_tag,simulations,tree_nodes,search_concentration,adaptive_search,root_value
uct_mcts,-26.348173595987213,-29.800751549813064,-29.80076604564416,1.4495831095473477e-05,7.963768752260219e-06,0.38108563938110307,1.9054971329272772e-06,4.482097946141114e-06,4.4820942617440855e-06,1.6105119784422564,1024.0,,,capture_replay,17,1024,18,1.15,default,64.0,65.0,0.859375,1.0,-27.0581536996845
uncertainty_mcts_085,-26.343348568198426,-20.48138203428325,-20.481382164173496,1.29890246114428e-07,3.93996916036587e-08,0.38108086012123404,9.294288863444839e-09,1.2449131016879965e-08,1.2449130765670084e-08,1.1000063098952388,1024.0,,,capture_replay,17,1024,18,1.15,default,64.0,65.0,0.859375,1.0,-27.09624501786
uncertainty_mcts_240,-26.80037053526141,-20.48138203428325,-20.481382164173496,1.29890246114428e-07,3.93996916036587e-08,0.38108086012123404,9.294288863444839e-09,1.2449131016879965e-08,1.2449130765670084e-08,1.1000063098952388,1024.0,,,capture_replay,17,1024,18,1.15,default,64.0,65.0,0.859375,1.0,-27.56602018959157
conservative_mcts,-26.98687559670584,-31.714864319816247,-31.714881800129536,1.7480313289297555e-05,5.1521017139251946e-06,0.3810839596769784,1.2634425829182652e-06,3.2880765176102654e-06,3.288073576040349e-06,1.6936730155345059,1024.0,,,capture_replay,17,1024,18,1.15,default,64.0,65.0,0.859375,1.0,-27.735654227150796
static_rollout_pool,-24.15723883947566,-24.15723883947566,-24.209841567736326,0.052602728260666254,0.02222208832037881,0.3941474003581035,0.004594191352448872,0.009575309115975879,0.009403335432050663,1.284579212169009,1008.0,56.0,1.0,capture_replay,18,1024,18,1.15,default,,,,,
uct_mcts,-26.908375338049915,-13.882676573203659,-14.321173927735257,0.43849735453159866,0.3267909992705065,0.5545390751254444,0.0364101566984261,0.08963911246386698,0.09783172818156793,0.4049031858048676,1024.0,,,capture_replay,18,1024,18,1.15,default,62.0,63.0,0.41935483870967744,1.0,-28.327199973198322
uncertainty_mcts_085,-27.149062438952626,-14.389026817741348,-14.514563081251804,0.12553626351045644,0.10087616113430056,0.434521201612704,0.010272625931242825,0.02774342561387135,0.02847984138980246,0.2905537944425777,1024.0,,,capture_replay,18,1024,18,1.15,default,64.0,65.0,0.8125,1.0,-27.948205726143453
uncertainty_mcts_240,-27.497681582396567,-22.64486673788103,-22.644915686002996,4.894812196454268e-05,1.9793831531109317e-05,0.38109251917120773,4.247553472916203e-06,1.0596551388948542e-06,1.0595684952023538e-06,1.4234312653231604,1024.0,,,capture_replay,18,1024,18,1.15,default,64.0,65.0,0.8125,1.0,-28.33260475608405
conservative_mcts,-28.074048898189673,-19.856447501492102,-24.15596282960993,4.2995153281178276,3.110548849990033,2.296944393068234,0.6042070914353225,0.5606828484288885,0.15139165615606673,1.3971211899951637,1024.0,,,capture_replay,18,1024,18,1.15,default,64.0,65.0,0.8125,1.0,-28.81582820031812
static_rollout_pool,-22.573564927322696,-22.573564927322696,-22.88356740340905,0.31000247608635334,0.24212429466407157,0.5194944306508136,0.04096009801479029,0.09201841263263959,0.08804015343305158,0.9683288458640948,1008.0,56.0,1.0,capture_replay,19,1024,18,1.15,default,,,,,
uct_mcts,-26.657723343055387,-28.935426331497776,-28.935427298092872,9.665950955195513e-07,3.4039769897297004e-07,0.3810810401609798,7.845556740810737e-08,1.6373779264922515e-07,1.6373771305908126e-07,1.5164761785138599,1024.0,,,capture_replay,19,1024,18,1.15,default,64.0,65.0,0.734375,1.0,-27.774019845715017
uncertainty_mcts_085,-27.047195118060667,-23.945153034410612,-23.945160922569507,7.888158894076014e-06,3.097223867789849e-06,0.3810826820658351,6.983485978814614e-07,1.6374017984929116e-07,1.6373771305908126e-07,1.5164761785138599,1024.0,,,capture_replay,19,1024,18,1.15,default,64.0,65.0,0.8125,1.0,-27.89671275215182
uncertainty_mcts_240,-28.70035239970222,-26.73326124303053,-26.733261248177655,5.147125392568341e-09,1.6385558434960851e-09,0.38108083742756366,4.1246196291722157e-10,1.8663626426666393e-10,1.8663626426666393e-10,1.7324928448640347,1024.0,,,capture_replay,19,1024,18,1.15,default,63.0,64.0,0.7301587301587301,1.0,-29.452799915854115
conservative_mcts,-28.027788571106548,-13.882676573203659,-14.321173927735257,0.43849735453159866,0.3267909992705065,0.5545390751254444,0.0364101566984261,0.08963911246386698,0.09783172818156793,0.4049031858048676,1024.0,,,capture_replay,19,1024,18,1.15,default,62.0,63.0,0.6935483870967742,1.0,-29.04736458173571
uncertainty_penalty_0_00,-27.305409730748377,-14.520499628243698,-14.950952597598837,0.4304529693551391,0.32294844327979116,0.5524995541096452,0.03598187434356138,0.08312578044800957,0.09657711866058419,0.4039939591716862,1024.0,,,penalty_sweep,0,1024,18,1.15,penalty_0.00,62.0,63.0,0.6290322580645161,1.0,-28.072834640852307
uncertainty_penalty_0_00,-26.50968514761808,-32.401674557227544,-32.40174144413377,6.688690622524973e-05,3.035425162701986e-05,0.3810988936353088,6.784464043741009e-06,1.6472422452498928e-05,1.6472023528847518e-05,1.468794256218172,1024.0,,,penalty_sweep,1,1024,18,1.15,penalty_0.00,64.0,65.0,0.78125,1.0,-27.48732055529358
uncertainty_penalty_0_00,-27.694658826347506,-26.012293941972956,-26.012293999890638,5.791768131757635e-08,2.438532096090521e-08,0.3810808512521333,6.05835253963077e-09,1.2449131016879965e-08,1.2449130765670084e-08,1.6004805663607988,1024.0,,,penalty_sweep,2,1024,18,1.15,penalty_0.00,62.0,63.0,0.6451612903225806,1.0,-28.365780454351935
uncertainty_penalty_0_00,-26.73613522887557,-24.414127858519972,-24.41420319152451,7.533300453843594e-05,2.588444301866076e-05,0.3810963482061755,6.003434524341478e-06,4.482098529381618e-06,4.482094261744102e-06,1.5665786570168807,1024.0,,,penalty_sweep,3,1024,18,1.15,penalty_0.00,63.0,64.0,0.7936507936507936,1.0,-27.587301351425427
uncertainty_penalty_0_00,-27.21298818369329,-13.71148791883737,-13.737401960641304,0.025914041803932975,0.023047321993049232,0.3932242284217776,0.002159605508421676,0.006171612330990682,0.006212355883960667,0.17891651418249255,1024.0,,,penalty_sweep,4,1024,18,1.15,penalty_0.00,62.0,63.0,0.5967741935483871,1.0,-28.54554968663936
uncertainty_penalty_0_00,-27.516490053429326,-30.34548060246114,-30.3454830885171,2.4860559584283237e-06,1.2550733884328161e-06,0.38108159521015206,3.038463134426151e-07,6.091761971791865e-07,6.091756926877913e-07,1.623246217783903,1024.0,,,penalty_sweep,5,1024,18,1.15,penalty_0.00,62.0,63.0,0.45161290322580644,1.0,-28.423525368077897
uncertainty_penalty_0_00,-26.72133150001,-22.25958968917058,-22.26008015820481,0.0004904690342328877,0.00020411136431306795,0.38120091185594357,4.30401359626299e-05,1.134010657743074e-05,1.1331739608155765e-05,1.3959846879744013,1024.0,,,penalty_sweep,6,1024,18,1.15,penalty_0.00,63.0,64.0,0.7301587301587301,1.0,-27.823929388107025
uncertainty_penalty_0_00,-26.893146369723794,-30.34548060246114,-30.3454830885171,2.4860559584283237e-06,1.2550733884328161e-06,0.38108159521015206,3.038463134426151e-07,6.091761971791865e-07,6.091756926877913e-07,1.623246217783903,1024.0,,,penalty_sweep,7,1024,18,1.15,penalty_0.00,63.0,64.0,0.7301587301587301,1.0,-27.62629285725734
uncertainty_penalty_0_00,-27.492717442815415,-15.086442746154544,-16.16429445859537,1.0778517124408271,0.7278148622828048,0.766524608993666,0.08799230870344801,0.19544579763422967,0.260883135516459,0.5015356849702552,1024.0,,,penalty_sweep,8,1024,18,1.15,penalty_0.00,63.0,64.0,0.8253968253968254,1.0,-28.229165453633517
uncertainty_penalty_0_00,-27.246159363448616,-30.272394495511417,-30.272396983992486,2.4884810692071824e-06,1.2560116271682003e-06,0.38108159577588757,3.0407058852197353e-07,6.091762001971623e-07,6.091756926877913e-07,1.623246217783903,1024.0,,,penalty_sweep,9,1024,18,1.15,penalty_0.00,63.0,64.0,0.6825396825396826,1.0,-28.052790156389985
uncertainty_penalty_0_00,-27.87143624402827,-19.585184524430353,-19.58518783368099,3.3092506370735464e-06,1.2144486498312777e-06,0.38108154817951184,2.509441698246732e-07,2.6984855604061745e-07,2.6984809014343985e-07,0.9400073839121375,1024.0,,,penalty_sweep,10,1024,18,1.15,penalty_0.00,63.0,64.0,0.7301587301587301,1.0,-28.604813967389934
uncertainty_penalty_0_00,-26.12187082438665,-30.10289984767232,-30.10290233373386,2.486061539741513e-06,1.1319335283127154e-06,0.3810815168349971,2.665057666364901e-07,4.89297431161896e-07,4.892969927546833e-07,1.5528518386201535,1024.0,,,penalty_sweep,11,1024,18,1.15,penalty_0.00,63.0,64.0,0.6666666666666666,1.0,-27.278041008863788
uncertainty_penalty_0_00,-26.324027500637605,-29.07690498100543,-29.076911953088768,6.972083337331014e-06,3.0746500971876484e-06,0.38108266519238526,6.866983559176445e-07,1.0595714110779598e-06,1.0595684952023538e-06,1.4234312653231604,1024.0,,,penalty_sweep,12,1024,18,1.15,penalty_0.00,64.0,65.0,0.8125,1.0,-27.19745895880817
uncertainty_penalty_0_00,-27.37079359991829,-26.549061310011744,-26.549061421576774,1.1156502921494393e-07,4.3367422351755554e-08,0.38108086290974985,1.1001857045310236e-08,1.3274823380705833e-08,1.327482179233308e-08,1.6004805663607988,1024.0,,,penalty_sweep,13,1024,18,1.15,penalty_0.00,63.0,64.0,0.6825396825396826,1.0,-28.40226973052521
uncertainty_penalty_0_00,-27.165716811965904,-25.18963687463083,-25.189657602372787,2.0727741958381785e-05,8.332498713924543e-06,0.38108584233803344,1.956494567988231e-06,4.482097924794662e-06,4.482094261744102e-06,1.5259778505766255,1024.0,,,penalty_sweep,14,1024,18,1.15,penalty_0.00,64.0,65.0,0.765625,1.0,-28.133048143598497
uncertainty_penalty_0_00,-27.755335661406946,-25.07356819771212,-25.073570031270094,1.8335579738959495e-06,8.037023677256152e-07,0.38108131697003356,1.8430989266559684e-07,4.892970445214674e-07,4.892969927546824e-07,1.5258453438414528,1024.0,,,penalty_sweep,15,1024,18,1.15,penalty_0.00,63.0,64.0,0.746031746031746,1.0,-28.489041082833705
uncertainty_penalty_0_00,-26.829269243231007,-30.1252191284045,-30.125221175585686,2.0471811872369017e-06,9.520652160885775e-07,0.38108140793282497,2.226559289336799e-07,4.892970445214674e-07,4.892969927546824e-07,1.5528518386201535,1024.0,,,penalty_sweep,16,1024,18,1.15,penalty_0.00,63.0,64.0,0.7301587301587301,1.0,-27.904863231552365
uncertainty_penalty_0_00,-26.05459184732028,-20.48138203428325,-20.481382164173496,1.29890246114428e-07,3.93996916036587e-08,0.38108086012123404,9.294288863444839e-09,1.2449131016879965e-08,1.2449130765670084e-08,1.1000063098952388,1024.0,,,penalty_sweep,17,1024,18,1.15,penalty_0.00,64.0,65.0,0.859375,1.0,-26.805856884423864
uncertainty_penalty_0_00,-26.219731580384256,-29.10179523919696,-29.101802200828253,6.961631292767834e-06,3.071316286336604e-06,0.3810826631448941,6.858299912651424e-07,1.0595713970625497e-06,1.0595684952023538e-06,1.4234312653231604,1024.0,,,penalty_sweep,18,1024,18,1.15,penalty_0.00,65.0,66.0,0.8153846153846154,1.0,-27.123535322023518
uncertainty_penalty_0_00,-27.107799751642958,-13.882676573203659,-14.321173927735257,0.43849735453159866,0.3267909992705065,0.5545390751254444,0.0364101566984261,0.08963911246386698,0.09783172818156793,0.4049031858048676,1024.0,,,penalty_sweep,19,1024,18,1.15,penalty_0.00,62.0,63.0,0.6935483870967742,1.0,-28.128487809899845
uncertainty_penalty_0_25,-27.383471711518276,-14.520499628243698,-14.950952597598837,0.4304529693551391,0.32294844327979116,0.5524995541096452,0.03598187434356138,0.08312578044800957,0.09657711866058419,0.4039939591716862,1024.0,,,penalty_sweep,0,1024,18,1.15,penalty_0.25,62.0,63.0,0.6290322580645161,1.0,-28.15351255701897
uncertainty_penalty_0_25,-26.595103446781017,-32.401674557227544,-32.40174144413377,6.688690622524973e-05,3.035425162701986e-05,0.3810988936353088,6.784464043741009e-06,1.6472422452498928e-05,1.6472023528847518e-05,1.468794256218172,1024.0,,,penalty_sweep,1,1024,18,1.15,penalty_0.25,64.0,65.0,0.78125,1.0,-27.57295261699373
uncertainty_penalty_0_25,-25.9403890790729,-28.031004785354064,-28.031010774295392,5.988941328638475e-06,2.208017247086811e-06,0.38108214505337884,4.841791975144384e-07,1.0595714110779598e-06,1.0595684952023538e-06,1.4234312653231604,1024.0,,,penalty_sweep,2,1024,18,1.15,penalty_0.25,65.0,66.0,0.7846153846153846,1.0,-26.78697442935411
uncertainty_penalty_0_25,-26.821600312221353,-24.414127858519972,-24.41420319152451,7.533300453843594e-05,2.588444301866076e-05,0.3810963482061755,6.003434524341478e-06,4.482098529381618e-06,4.482094261744102e-06,1.5665786570168807,1024.0,,,penalty_sweep,3,1024,18,1.15,penalty_0.25,63.0,64.0,0.7936507936507936,1.0,-27.673047164583686
uncertainty_penalty_0_25,-27.290470661748383,-13.71148791883737,-13.737401960641304,0.025914041803932975,0.023047321993049232,0.3932242284217776,0.002159605508421676,0.006171612330990682,0.006212355883960667,0.17891651418249255,1024.0,,,penalty_sweep,4,1024,18,1.15,penalty_0.25,62.0,63.0,0.5967741935483871,1.0,-28.626731876262248
uncertainty_penalty_0_25,-27.604165906480215,-30.34548060246114,-30.3454830885171,2.4860559584283237e-06,1.2550733884328161e-06,0.38108159521015206,3.038463134426151e-07,6.091761971791865e-07,6.091756926877913e-07,1.623246217783903,1024.0,,,penalty_sweep,5,1024,18,1.15,penalty_0.25,62.0,63.0,0.45161290322580644,1.0,-28.50840245608321
uncertainty_penalty_0_25,-26.799496089754143,-22.25958968917058,-22.26008015820481,0.0004904690342328877,0.00020411136431306795,0.38120091185594357,4.30401359626299e-05,1.134010657743074e-05,1.1331739608155765e-05,1.3959846879744013,1024.0,,,penalty_sweep,6,1024,18,1.15,penalty_0.25,63.0,64.0,0.7301587301587301,1.0,-27.90415071395843
uncertainty_penalty_0_25,-27.184270714555986,-26.799339024787376,-26.79933934744119,3.226538147771407e-07,1.179701549244447e-07,0.3810809086623266,3.030845200940454e-08,4.879170571168465e-08,4.879169896808666e-08,1.6004805663607988,1024.0,,,penalty_sweep,7,1024,18,1.15,penalty_0.25,63.0,64.0,0.6349206349206349,1.0,-27.948218230463308
uncertainty_penalty_0_25,-27.300057850896895,-23.357526426698158,-25.043951186332478,1.6864247596343205,1.087679965261171,1.091412103792268,0.2603768688467713,0.2492239333579493,0.04674647024280521,1.510132444522665,1024.0,,,penalty_sweep,8,1024,18,1.15,penalty_0.25,64.0,65.0,0.828125,1.0,-28.073126479174032
uncertainty_penalty_0_25,-27.33187217968148,-30.272394495511417,-30.272396983992486,2.4884810692071824e-06,1.2560116271682003e-06,0.38108159577588757,3.0407058852197353e-07,6.091762001971623e-07,6.091756926877913e-07,1.623246217783903,1024.0,,,penalty_sweep,9,1024,18,1.15,penalty_0.25,63.0,64.0,0.6825396825396826,1.0,-28.13857005918408
uncertainty_penalty_0_25,-27.950561085719222,-19.585184524430353,-19.58518783368099,3.3092506370735464e-06,1.2144486498312777e-06,0.38108154817951184,2.509441698246732e-07,2.6984855604061745e-07,2.6984809014343985e-07,0.9400073839121375,1024.0,,,penalty_sweep,10,1024,18,1.15,penalty_0.25,63.0,64.0,0.7301587301587301,1.0,-28.68574309985235
uncertainty_penalty_0_25,-26.197730929780853,-30.10289984767232,-30.10290233373386,2.486061539741513e-06,1.1319335283127154e-06,0.3810815168349971,2.665057666364901e-07,4.89297431161896e-07,4.892969927546833e-07,1.5528518386201535,1024.0,,,penalty_sweep,11,1024,18,1.15,penalty_0.25,63.0,64.0,0.6666666666666666,1.0,-27.357036111368622
uncertainty_penalty_0_25,-26.41397517303955,-29.07690498100543,-29.076911953088768,6.972083337331014e-06,3.0746500971876484e-06,0.38108266519238526,6.866983559176445e-07,1.0595714110779598e-06,1.0595684952023538e-06,1.4234312653231604,1024.0,,,penalty_sweep,12,1024,18,1.15,penalty_0.25,64.0,65.0,0.8125,1.0,-27.286882865028467
uncertainty_penalty_0_25,-27.450262060564935,-26.549061310011744,-26.549061421576774,1.1156502921494393e-07,4.3367422351755554e-08,0.38108086290974985,1.1001857045310236e-08,1.3274823380705833e-08,1.327482179233308e-08,1.6004805663607988,1024.0,,,penalty_sweep,13,1024,18,1.15,penalty_0.25,63.0,64.0,0.6825396825396826,1.0,-28.483605422561272
uncertainty_penalty_0_25,-26.832087948726837,-28.964642706407446,-28.964653535627452,1.0829220006058904e-05,3.777212995367693e-06,0.3810830897657448,8.564436777533065e-07,1.9174763987777935e-06,1.9174682677444315e-06,1.4877943912874851,1024.0,,,penalty_sweep,14,1024,18,1.15,penalty_0.25,64.0,65.0,0.765625,1.0,-27.897884817796623
uncertainty_penalty_0_25,-27.833176019017426,-25.07356819771212,-25.073570031270094,1.8335579738959495e-06,8.037023677256152e-07,0.38108131697003356,1.8430989266559684e-07,4.892970445214674e-07,4.892969927546824e-07,1.5258453438414528,1024.0,,,penalty_sweep,15,1024,18,1.15,penalty_0.25,63.0,64.0,0.746031746031746,1.0,-28.569464271084488
uncertainty_penalty_0_25,-27.155488708374545,-29.747537984111307,-29.7475401404122,2.1563008942848683e-06,7.355105105027993e-07,0.38108127638328554,1.690278328258148e-07,4.892970445214674e-07,4.892969927546824e-07,1.5528518386201535,1024.0,,,penalty_sweep,16,1024,18,1.15,penalty_0.25,63.0,64.0,0.7301587301587301,1.0,-28.1662022077745
uncertainty_penalty_0_25,-26.134157586120033,-20.48138203428325,-20.481382164173496,1.29890246114428e-07,3.93996916036587e-08,0.38108086012123404,9.294288863444839e-09,1.2449131016879965e-08,1.2449130765670084e-08,1.1000063098952388,1024.0,,,penalty_sweep,17,1024,18,1.15,penalty_0.25,64.0,65.0,0.859375,1.0,-26.886656581331803
uncertainty_penalty_0_25,-26.300258189866536,-29.10179523919696,-29.101802200828253,6.961631292767834e-06,3.071316286336604e-06,0.3810826631448941,6.858299912651424e-07,1.0595713970625497e-06,1.0595684952023538e-06,1.4234312653231604,1024.0,,,penalty_sweep,18,1024,18,1.15,penalty_0.25,65.0,66.0,0.8153846153846154,1.0,-27.205258365033412
uncertainty_penalty_0_25,-27.186245484596647,-13.882676573203659,-14.321173927735257,0.43849735453159866,0.3267909992705065,0.5545390751254444,0.0364101566984261,0.08963911246386698,0.09783172818156793,0.4049031858048676,1024.0,,,penalty_sweep,19,1024,18,1.15,penalty_0.25,62.0,63.0,0.6935483870967742,1.0,-28.209143789600684
uncertainty_penalty_0_50,-27.365607115577934,-14.520499628243698,-14.950952597598837,0.4304529693551391,0.32294844327979116,0.5524995541096452,0.03598187434356138,0.08312578044800957,0.09657711866058419,0.4039939591716862,1024.0,,,penalty_sweep,0,1024,18,1.15,penalty_0.50,62.0,63.0,0.6290322580645161,1.0,-28.17384956202918
uncertainty_penalty_0_50,-26.68052174594395,-32.401674557227544,-32.40174144413377,6.688690622524973e-05,3.035425162701986e-05,0.3810988936353088,6.784464043741009e-06,1.6472422452498928e-05,1.6472023528847518e-05,1.468794256218172,1024.0,,,penalty_sweep,1,1024,18,1.15,penalty_0.50,64.0,65.0,0.78125,1.0,-27.65858467869389
uncertainty_penalty_0_50,-25.959673065250282,-17.838130418639597,-17.838146721136194,1.6302496597120353e-05,5.9865955799861985e-06,0.3810843237670751,1.1963464684644473e-06,1.3520075421737125e-06,1.3519979987157959e-06,0.873733774014723,1024.0,,,penalty_sweep,2,1024,18,1.15,penalty_0.50,65.0,66.0,0.7846153846153846,1.0,-26.82073945627212
uncertainty_penalty_0_50,-26.907065395567134,-24.414127858519972,-24.41420319152451,7.533300453843594e-05,2.588444301866076e-05,0.3810963482061755,6.003434524341478e-06,4.482098529381618e-06,4.482094261744102e-06,1.5665786570168807,1024.0,,,penalty_sweep,3,1024,18,1.15,penalty_0.50,63.0,64.0,0.7936507936507936,1.0,-27.75879297774192
uncertainty_penalty_0_50,-27.367953139803458,-13.71148791883737,-13.737401960641304,0.025914041803932975,0.023047321993049232,0.3932242284217776,0.002159605508421676,0.006171612330990682,0.006212355883960667,0.17891651418249255,1024.0,,,penalty_sweep,4,1024,18,1.15,penalty_0.50,62.0,63.0,0.5967741935483871,1.0,-28.707914065885134
uncertainty_penalty_0_50,-27.691841759531087,-30.34548060246114,-30.3454830885171,2.4860559584283237e-06,1.2550733884328161e-06,0.38108159521015206,3.038463134426151e-07,6.091761971791865e-07,6.091756926877913e-07,1.623246217783903,1024.0,,,penalty_sweep,5,1024,18,1.15,penalty_0.50,62.0,63.0,0.45161290322580644,1.0,-28.59327954408853
uncertainty_penalty_0_50,-27.576245195984626,-20.44988005181744,-24.435706462241615,3.985826410424174,2.923374638624442,2.205312106613744,0.5937506351725361,0.565324545964732,0.09357719054110829,1.4438643538323872,1024.0,,,penalty_sweep,6,1024,18,1.15,penalty_0.50,63.0,64.0,0.7301587301587301,1.0,-28.494449623276044
uncertainty_penalty_0_50,-27.263860609083217,-26.799339024787376,-26.79933934744119,3.226538147771407e-07,1.179701549244447e-07,0.3810809086623266,3.030845200940454e-08,4.879170571168465e-08,4.879169896808666e-08,1.6004805663607988,1024.0,,,penalty_sweep,7,1024,18,1.15,penalty_0.50,63.0,64.0,0.6349206349206349,1.0,-28.029425436478782
uncertainty_penalty_0_50,-27.376518918242525,-23.357526426698158,-25.043951186332478,1.6864247596343205,1.087679965261171,1.091412103792268,0.2603768688467713,0.2492239333579493,0.04674647024280521,1.510132444522665,1024.0,,,penalty_sweep,8,1024,18,1.15,penalty_0.50,64.0,65.0,0.828125,1.0,-28.15146005083672
uncertainty_penalty_0_50,-27.38306919486899,-30.272394495511417,-30.272396983992486,2.4884810692071824e-06,1.2560116271682003e-06,0.38108159577588757,3.0407058852197353e-07,6.091762001971623e-07,6.091756926877913e-07,1.623246217783903,1024.0,,,penalty_sweep,9,1024,18,1.15,penalty_0.50,63.0,64.0,0.6825396825396826,1.0,-28.200791558090096
uncertainty_penalty_0_50,-28.029685927410174,-19.585184524430353,-19.58518783368099,3.3092506370735464e-06,1.2144486498312777e-06,0.38108154817951184,2.509441698246732e-07,2.6984855604061745e-07,2.6984809014343985e-07,0.9400073839121375,1024.0,,,penalty_sweep,10,1024,18,1.15,penalty_0.50,63.0,64.0,0.7301587301587301,1.0,-28.76667223231477
uncertainty_penalty_0_50,-25.581003879421512,-22.2819093042891,-22.282399000056646,0.0004896957675448732,0.00020393136611910787,0.3812008028779369,4.299625983963756e-05,1.134009923818378e-05,1.1331739608155745e-05,1.3959846879744016,1024.0,,,penalty_sweep,11,1024,18,1.15,penalty_0.50,64.0,65.0,0.671875,1.0,-26.95253609080939
uncertainty_penalty_0_50,-26.490636526590997,-29.07690498100543,-29.076911953088768,6.972083337331014e-06,3.0746500971876484e-06,0.38108266519238526,6.866983559176445e-07,1.0595714110779598e-06,1.0595684952023538e-06,1.4234312653231604,1024.0,,,penalty_sweep,12,1024,18,1.15,penalty_0.50,64.0,65.0,0.8125,1.0,-27.365511637182745
uncertainty_penalty_0_50,-27.529730521211572,-26.549061310011744,-26.549061421576774,1.1156502921494393e-07,4.3367422351755554e-08,0.38108086290974985,1.1001857045310236e-08,1.3274823380705833e-08,1.327482179233308e-08,1.6004805663607988,1024.0,,,penalty_sweep,13,1024,18,1.15,penalty_0.50,63.0,64.0,0.6825396825396826,1.0,-28.564941114597328
uncertainty_penalty_0_50,-26.928771855768844,-28.964642706407446,-28.964653535627452,1.0829220006058904e-05,3.777212995367693e-06,0.3810830897657448,8.564436777533065e-07,1.9174763987777935e-06,1.9174682677444315e-06,1.4877943912874851,1024.0,,,penalty_sweep,14,1024,18,1.15,penalty_0.50,64.0,65.0,0.765625,1.0,-27.99217970674121
uncertainty_penalty_0_50,-27.91101637662794,-25.07356819771212,-25.073570031270094,1.8335579738959495e-06,8.037023677256152e-07,0.38108131697003356,1.8430989266559684e-07,4.892970445214674e-07,4.892969927546824e-07,1.5258453438414528,1024.0,,,penalty_sweep,15,1024,18,1.15,penalty_0.50,63.0,64.0,0.746031746031746,1.0,-28.649887459335275
uncertainty_penalty_0_50,-27.251364746419373,-30.681853083747974,-30.681853319797966,2.3604999199733356e-07,1.0051310844026078e-07,0.3810808970752074,2.4102105121737958e-08,3.918543712162576e-08,3.9185432857392936e-08,1.582317377629958,1024.0,,,penalty_sweep,16,1024,18,1.15,penalty_0.50,63.0,64.0,0.7301587301587301,1.0,-28.259353919765832
uncertainty_penalty_0_50,-26.213723324919776,-20.48138203428325,-20.481382164173496,1.29890246114428e-07,3.93996916036587e-08,0.38108086012123404,9.294288863444839e-09,1.2449131016879965e-08,1.2449130765670084e-08,1.1000063098952388,1024.0,,,penalty_sweep,17,1024,18,1.15,penalty_0.50,64.0,65.0,0.859375,1.0,-26.967456278239734
uncertainty_penalty_0_50,-26.37830331671911,-28.680409448118464,-28.68046004719376,5.059907529414431e-05,2.410450252804501e-05,0.38109510456887896,5.251258220733422e-06,1.1331769637334509e-05,1.1331739608155765e-05,1.3959846879744013,1024.0,,,penalty_sweep,18,1024,18,1.15,penalty_0.50,65.0,66.0,0.8153846153846154,1.0,-27.284958045283712
uncertainty_penalty_0_50,-27.264691217550343,-13.882676573203659,-14.321173927735257,0.43849735453159866,0.3267909992705065,0.5545390751254444,0.0364101566984261,0.08963911246386698,0.09783172818156793,0.4049031858048676,1024.0,,,penalty_sweep,19,1024,18,1.15,penalty_0.50,62.0,63.0,0.6935483870967742,1.0,-28.289799769301542
uncertainty_penalty_0_85,-27.474893889131856,-14.520499628243698,-14.950952597598837,0.4304529693551391,0.32294844327979116,0.5524995541096452,0.03598187434356138,0.08312578044800957,0.09657711866058419,0.4039939591716862,1024.0,,,penalty_sweep,0,1024,18,1.15,penalty_0.85,62.0,63.0,0.6290322580645161,1.0,-28.286798644961994
uncertainty_penalty_0_85,-26.800107364772053,-32.401674557227544,-32.40174144413377,6.688690622524973e-05,3.035425162701986e-05,0.3810988936353088,6.784464043741009e-06,1.6472422452498928e-05,1.6472023528847518e-05,1.468794256218172,1024.0,,,penalty_sweep,1,1024,18,1.15,penalty_0.85,64.0,65.0,0.78125,1.0,-27.77846956507411
uncertainty_penalty_0_85,-25.901012821139364,-30.220927484134187,-30.22092963151146,2.1473772733315855e-06,1.1027698867436046e-06,0.3810815022683537,2.653194448389064e-07,6.091757618292789e-07,6.091756926877913e-07,1.623246217783903,1024.0,,,penalty_sweep,2,1024,18,1.15,penalty_0.85,65.0,66.0,0.7846153846153846,1.0,-26.800802046838548
uncertainty_penalty_0_85,-26.816733688816758,-13.82145022983622,-13.94517894255529,0.12372871271906938,0.1020769941956777,0.43515736340250377,0.010394920847674563,0.02671831769458267,0.02705668681032115,0.29932089174654347,1024.0,,,penalty_sweep,3,1024,18,1.15,penalty_0.85,63.0,64.0,0.7936507936507936,1.0,-27.71218408169167
uncertainty_penalty_0_85,-27.476428609080585,-13.71148791883737,-13.737401960641304,0.025914041803932975,0.023047321993049232,0.3932242284217776,0.002159605508421676,0.006171612330990682,0.006212355883960667,0.17891651418249255,1024.0,,,penalty_sweep,4,1024,18,1.15,penalty_0.85,62.0,63.0,0.5967741935483871,1.0,-28.821569131357183
uncertainty_penalty_0_85,-27.814587953802317,-30.34548060246114,-30.3454830885171,2.4860559584283237e-06,1.2550733884328161e-06,0.38108159521015206,3.038463134426151e-07,6.091761971791865e-07,6.091756926877913e-07,1.623246217783903,1024.0,,,penalty_sweep,5,1024,18,1.15,penalty_0.85,62.0,63.0,0.45161290322580644,1.0,-28.71210746729598
