planner,predicted_return,sequence_model_return,sequence_true_return,selected_return_gap,model_bias,model_uncertainty,transition_error,max_pocket_score,true_max_pocket_score,min_goal_distance,model_steps,candidate_count,static_search,dataset,output_tag,seed,budget,horizon,gamma,action_library,action_count,exploration,reward_bias,dynamics_bias,uncertainty_pocket,start_label,episode_true_return,episode_max_pocket_score,simulations,tree_nodes,search_concentration,adaptive_search,root_value,episode_model_steps,episode_steps
static_rollout_pool,-23.027482426099183,-23.027482426099183,-23.031580492846203,0.004098066747019402,0.0028988463664981453,0.38273195162217233,0.0005063070510782373,0.0008584199803125329,0.0008554178432706814,1.0294928363290805,756.0,42.0,1.0,horizon_budget_sweep,h18_b768,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-26.85797300162714,-26.25879601832545,-26.25879658481036,5.66484906983078e-07,2.1923615941009223e-07,0.38108097004061825,5.512297831562171e-08,1.1403744406115877e-07,1.1403744227892142e-07,1.6002287467761087,768.0,,,horizon_budget_sweep,h18_b768,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,46.0,47.0,0.41304347826086957,1.0,-28.315361883430793,,
uncertainty_mcts_240,-27.486902113458683,-31.612341294693636,-31.612341968284124,6.735904882759769e-07,2.0559695367112993e-07,0.3810809609849594,5.026889662592072e-08,1.3313939741700014e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,horizon_budget_sweep,h18_b768,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,46.0,47.0,0.43478260869565216,1.0,-29.211335297977712,,
static_rollout_pool,-21.80570468647983,-21.80570468647983,-21.98456300950945,0.17885832302961902,0.12165380271863876,0.4493640975345429,0.019002678270618967,0.06976586866132266,0.06886201547863492,0.8359754662200491,756.0,42.0,1.0,horizon_budget_sweep,h18_b768,1,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-26.798965992062325,-30.935624125751136,-30.935624621877793,4.961266562020228e-07,2.4265648273866845e-07,0.3810809838200053,6.006483248485279e-08,1.3313939741700014e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,horizon_budget_sweep,h18_b768,1,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,47.0,48.0,0.7659574468085106,1.0,-27.72796797571883,,
uncertainty_mcts_240,-26.986134964354868,-19.309691873715817,-19.309693608082227,1.7343664104885193e-06,5.705080104904478e-07,0.38108117537482605,1.266809784963739e-07,1.3313939741700014e-07,1.331393947849619e-07,0.9881587089866142,768.0,,,horizon_budget_sweep,h18_b768,1,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,47.0,48.0,0.7446808510638298,1.0,-28.176014593077536,,
static_rollout_pool,-25.493039562007993,-25.493039562007993,-25.65360829715111,0.16056873514311576,0.139360263333766,0.461569980536874,0.024859233621044384,0.05472226654296507,0.05009801189289325,1.089228026924188,756.0,42.0,1.0,horizon_budget_sweep,h18_b768,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-27.58163677211748,-26.854752060292213,-27.00802194628259,0.15326988599037605,0.06854597125789516,0.4229532502106224,0.017043013054080052,0.006372618579858618,0.006020389590141038,1.6701197561851664,768.0,,,horizon_budget_sweep,h18_b768,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,46.0,47.0,0.45652173913043476,1.0,-29.100570929940808,,
uncertainty_mcts_240,-27.72913637335041,-18.019014668064525,-23.79147420543094,5.772459537366416,3.6553508905652645,2.599146123758746,0.6846630770093695,0.5606835515885704,0.15139165615606673,1.3971211899951637,768.0,,,horizon_budget_sweep,h18_b768,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,46.0,47.0,0.41304347826086957,1.0,-29.801539725985002,,
static_rollout_pool,-28.83890387367609,-28.83890387367609,-28.984580526545255,0.1456766528691631,0.0717699915849128,0.5214109624262966,0.012542405237925599,0.03930318242921105,0.038787168610559676,0.9901571732735551,240.0,10.0,1.0,horizon_budget_sweep,h24_b256,0,256,24,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-29.45578586965744,-40.21454209605341,-40.214542096078134,2.4726887204451486e-11,6.16298794266699e-12,0.48027457936751633,1.7604586496443095e-12,1.9912677540663918e-13,1.991267753938048e-13,1.99972498109115,256.0,,,horizon_budget_sweep,h24_b256,0,256,24,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,11.0,12.0,0.18181818181818182,1.0,-36.32258185612192,,
uncertainty_mcts_240,-30.4053138813329,-40.21454209605341,-40.214542096078134,2.4726887204451486e-11,6.16298794266699e-12,0.48027457936751633,1.7604586496443095e-12,1.9912677540663918e-13,1.991267753938048e-13,1.99972498109115,256.0,,,horizon_budget_sweep,h24_b256,0,256,24,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,11.0,12.0,0.18181818181818182,1.0,-37.385699909385764,,
static_rollout_pool,-23.297367154192358,-23.297367154192358,-30.920675334029756,7.623308179837398,4.708878136159597,2.9925170077668373,0.6779435432251928,0.7218794808484043,0.33511982946812435,1.2188718686601843,240.0,10.0,1.0,horizon_budget_sweep,h24_b256,1,256,24,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-27.90339488276057,-33.32420098348669,-33.324200984261324,7.746336905256612e-10,3.248254204663085e-10,0.480274579563591,8.546027683676783e-11,1.8663626426666393e-10,1.8663626426666393e-10,1.6004805663607988,256.0,,,horizon_budget_sweep,h24_b256,1,256,24,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,11.0,12.0,0.2727272727272727,1.0,-35.51248233250862,,
uncertainty_mcts_240,-30.45116670433342,-33.32420098348669,-33.324200984261324,7.746336905256612e-10,3.248254204663085e-10,0.480274579563591,8.546027683676783e-11,1.8663626426666393e-10,1.8663626426666393e-10,1.6004805663607988,256.0,,,horizon_budget_sweep,h24_b256,1,256,24,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,11.0,12.0,0.2727272727272727,1.0,-37.071459207758714,,
static_rollout_pool,-29.20649773703766,-29.20649773703766,-29.818052515957092,0.6115547789194302,0.5552572107193877,0.8049577982849937,0.09772777629694238,0.2956103941495101,0.2726578426017554,1.0060039256695974,240.0,10.0,1.0,horizon_budget_sweep,h24_b256,2,256,24,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-27.634845993131332,-35.9145924591024,-35.91459248022503,2.1122630755598948e-08,5.5969101605243876e-09,0.4802745828092833,1.4736251573898843e-09,1.8663627272401246e-10,1.8663626426666393e-10,1.8681809334215997,256.0,,,horizon_budget_sweep,h24_b256,2,256,24,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,11.0,12.0,0.2727272727272727,1.0,-36.23858063127649,,
uncertainty_mcts_240,-28.646328256854343,-35.9145924591024,-35.91459248022503,2.1122630755598948e-08,5.5969101605243876e-09,0.4802745828092833,1.4736251573898843e-09,1.8663627272401246e-10,1.8663626426666393e-10,1.8681809334215997,256.0,,,horizon_budget_sweep,h24_b256,2,256,24,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,11.0,12.0,0.2727272727272727,1.0,-37.31016700885516,,
static_rollout_pool,-29.78828681152966,-29.78828681152966,-29.85485661780525,0.0665698062755915,0.018042672404070318,0.4906893582421291,0.003352532108874723,0.011427934675447938,0.011390024833700559,1.1660283366046373,768.0,32.0,1.0,horizon_budget_sweep,h24_b768,0,768,24,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-35.77341204099507,-16.774537792064514,-17.865208471193757,1.0906706791292429,0.7365213516939447,0.8703216924460603,0.0890439733580085,0.2134169274263983,0.24784665037814485,0.5007315069062811,768.0,,,horizon_budget_sweep,h24_b768,0,768,24,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,34.0,35.0,0.5882352941176471,1.0,-37.32567109897495,,
uncertainty_mcts_240,-36.77982870297454,-41.379504256886776,-41.379504349783126,9.289635016784814e-08,2.302038662796967e-08,0.4802745934442352,5.8857634655852445e-09,1.3274822002696544e-08,1.327482179233308e-08,1.7786792853125601,768.0,,,horizon_budget_sweep,h24_b768,0,768,24,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,34.0,35.0,0.5882352941176471,1.0,-38.54670046686547,,
static_rollout_pool,-23.401165520559577,-23.401165520559577,-23.590527875564835,0.1893623550052581,0.1377731018682816,0.5548847331222422,0.016976070549091456,0.03084304959076436,0.03113718072324561,0.6860976332012593,768.0,32.0,1.0,horizon_budget_sweep,h24_b768,1,768,24,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-33.785585352257435,-40.00043347951377,-40.000433543927755,6.441398880951965e-08,2.7062161166679484e-08,0.4802745959593765,7.001491716274337e-09,1.3274822002696544e-08,1.327482179233308e-08,1.7786792853125601,768.0,,,horizon_budget_sweep,h24_b768,1,768,24,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,34.0,35.0,0.5882352941176471,1.0,-36.278615195247276,,
uncertainty_mcts_240,-28.54531722778302,-46.33700502632389,-46.337005026867075,5.431886052065238e-10,2.939303433535656e-10,0.4802745795446266,7.743175233539389e-11,1.8663626426666393e-10,1.8663626426666393e-10,1.8681809334215997,768.0,,,horizon_budget_sweep,h24_b768,1,768,24,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,34.0,35.0,0.4411764705882353,1.0,-38.34131782280722,,
static_rollout_pool,-24.50305345627853,-24.50305345627853,-24.57030160449746,0.06724814821892977,0.03757308090950411,0.5008732594802616,0.005023318136560087,0.013879343692390482,0.013743640658255517,0.714200651378976,768.0,32.0,1.0,horizon_budget_sweep,h24_b768,2,768,24,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-28.722357913507473,-26.95106193931621,-26.951061941888813,2.572601687234055e-09,6.463305844647458e-10,0.48027457975050475,1.489977170035626e-10,1.3133141087647758e-10,1.313314106593117e-10,1.2139037832872448,768.0,,,horizon_budget_sweep,h24_b768,2,768,24,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,34.0,35.0,0.5,1.0,-34.9797758666275,,
uncertainty_mcts_240,-34.32671694208539,-23.83555408703409,-23.835555388637417,1.3016033264534599e-06,3.7713389702043143e-07,0.4802748013099305,7.969093382446009e-08,7.942692583079979e-08,7.942687097991392e-08,0.9878052546548619,768.0,,,horizon_budget_sweep,h24_b768,2,768,24,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,34.0,35.0,0.5882352941176471,1.0,-35.87300472306225,,
static_rollout_pool,-20.113846921626358,-20.113846921626358,-21.96264769981779,1.848800778191432,1.124987618367369,0.9927320664250435,0.15864778844622854,0.32939760193642614,0.4728547868606116,0.8702298546935745,756.0,42.0,1.0,action_library_sweep,cardinal4,0,768,18,0.98,cardinal4,4,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-24.16720127206606,-16.154410382588217,-16.387883368392917,0.2334729858046991,0.1294194425785772,0.4541154312538161,0.02068998936539228,0.03450985687039921,0.03358771038329439,0.3080584360149872,768.0,,,action_library_sweep,cardinal4,0,768,18,0.98,cardinal4,4,1.25,1.15,0.22,0.55,base,,,58.0,59.0,0.8793103448275862,1.0,-24.925452205980335,,
uncertainty_mcts_240,-24.78681932794253,-22.766183371415107,-22.768055274332614,0.0018719029175073842,0.000835449764694127,0.38155661696106075,0.00014597980535332046,0.00026922342069722523,0.0002692039405460433,0.9426027795418386,768.0,,,action_library_sweep,cardinal4,0,768,18,0.98,cardinal4,4,1.25,1.15,0.22,0.55,base,,,58.0,59.0,0.8793103448275862,1.0,-25.56940320004386,,
static_rollout_pool,-24.672604852210686,-24.672604852210686,-24.70864599038337,0.03604113817268484,0.024687528498986824,0.39570941960755784,0.005300967538279271,0.008173239232780306,0.007842947992328396,1.3418271125595875,756.0,42.0,1.0,action_library_sweep,cardinal4,1,768,18,0.98,cardinal4,4,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-27.37710489556924,-29.908542574784125,-29.908556674578346,1.4099794221067441e-05,4.5889680705459805e-06,0.38108359011240334,1.0713271061326387e-06,2.545472317214937e-06,2.545462114323989e-06,1.5591343752223537,768.0,,,action_library_sweep,cardinal4,1,768,18,0.98,cardinal4,4,1.25,1.15,0.22,0.55,base,,,50.0,51.0,0.84,1.0,-27.837073111337386,,
uncertainty_mcts_240,-25.30644615055577,-25.7699547375576,-25.779076376688916,0.009121639131315362,0.0035759891482190454,0.38316213538326727,0.0007063936870737912,0.0024674054985796873,0.002465981714637812,1.2758134659894447,768.0,,,action_library_sweep,cardinal4,1,768,18,0.98,cardinal4,4,1.25,1.15,0.22,0.55,base,,,54.0,55.0,0.8888888888888888,1.0,-25.93855194526233,,
static_rollout_pool,-21.78674821340273,-21.78674821340273,-21.79860819886664,0.011859985463907208,0.007381600803863676,0.38519273822790456,0.0011100301831879374,0.003668291379667629,0.003666671141732339,0.717007670809734,756.0,42.0,1.0,action_library_sweep,cardinal4,2,768,18,0.98,cardinal4,4,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-24.891447328567413,-17.13444352796425,-17.13684999776907,0.0024064698048178457,0.0010968292955558009,0.381707452164538,0.00019545117059181728,0.00026934259930019204,0.0002692039405460433,0.6239390995922599,768.0,,,action_library_sweep,cardinal4,2,768,18,0.98,cardinal4,4,1.25,1.15,0.22,0.55,base,,,54.0,55.0,0.9074074074074074,1.0,-25.46885655590238,,
uncertainty_mcts_240,-24.950489371933447,-23.32489027204646,-23.32853444287266,0.0036441708261989447,0.0017205946817812846,0.3820673984917791,0.0003134730381464926,0.00026990027860892277,0.0002692039405460433,0.9426027795418386,768.0,,,action_library_sweep,cardinal4,2,768,18,0.98,cardinal4,4,1.25,1.15,0.22,0.55,base,,,56.0,57.0,0.9107142857142857,1.0,-25.57620884894885,,
static_rollout_pool,-23.027482426099183,-23.027482426099183,-23.031580492846203,0.004098066747019402,0.0028988463664981453,0.38273195162217233,0.0005063070510782373,0.0008584199803125329,0.0008554178432706814,1.0294928363290805,756.0,42.0,1.0,action_library_sweep,default9,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-26.85797300162714,-26.25879601832545,-26.25879658481036,5.66484906983078e-07,2.1923615941009223e-07,0.38108097004061825,5.512297831562171e-08,1.1403744406115877e-07,1.1403744227892142e-07,1.6002287467761087,768.0,,,action_library_sweep,default9,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,46.0,47.0,0.41304347826086957,1.0,-28.315361883430793,,
uncertainty_mcts_240,-27.486902113458683,-31.612341294693636,-31.612341968284124,6.735904882759769e-07,2.0559695367112993e-07,0.3810809609849594,5.026889662592072e-08,1.3313939741700014e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,action_library_sweep,default9,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,46.0,47.0,0.43478260869565216,1.0,-29.211335297977712,,
static_rollout_pool,-21.80570468647983,-21.80570468647983,-21.98456300950945,0.17885832302961902,0.12165380271863876,0.4493640975345429,0.019002678270618967,0.06976586866132266,0.06886201547863492,0.8359754662200491,756.0,42.0,1.0,action_library_sweep,default9,1,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-26.798965992062325,-30.935624125751136,-30.935624621877793,4.961266562020228e-07,2.4265648273866845e-07,0.3810809838200053,6.006483248485279e-08,1.3313939741700014e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,action_library_sweep,default9,1,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,47.0,48.0,0.7659574468085106,1.0,-27.72796797571883,,
uncertainty_mcts_240,-26.986134964354868,-19.309691873715817,-19.309693608082227,1.7343664104885193e-06,5.705080104904478e-07,0.38108117537482605,1.266809784963739e-07,1.3313939741700014e-07,1.331393947849619e-07,0.9881587089866142,768.0,,,action_library_sweep,default9,1,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,47.0,48.0,0.7446808510638298,1.0,-28.176014593077536,,
static_rollout_pool,-25.493039562007993,-25.493039562007993,-25.65360829715111,0.16056873514311576,0.139360263333766,0.461569980536874,0.024859233621044384,0.05472226654296507,0.05009801189289325,1.089228026924188,756.0,42.0,1.0,action_library_sweep,default9,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-27.58163677211748,-26.854752060292213,-27.00802194628259,0.15326988599037605,0.06854597125789516,0.4229532502106224,0.017043013054080052,0.006372618579858618,0.006020389590141038,1.6701197561851664,768.0,,,action_library_sweep,default9,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,46.0,47.0,0.45652173913043476,1.0,-29.100570929940808,,
uncertainty_mcts_240,-27.72913637335041,-18.019014668064525,-23.79147420543094,5.772459537366416,3.6553508905652645,2.599146123758746,0.6846630770093695,0.5606835515885704,0.15139165615606673,1.3971211899951637,768.0,,,action_library_sweep,default9,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.55,base,,,46.0,47.0,0.41304347826086957,1.0,-29.801539725985002,,
static_rollout_pool,-22.049007530973558,-22.049007530973558,-22.05763833659487,0.008630805621312021,0.00463240681210842,0.3837580864825634,0.0008828045726430765,0.0012446139161143305,0.001241880559646963,1.147438175572118,756.0,42.0,1.0,action_library_sweep,dense17,0,768,18,0.98,dense17,17,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-24.05228698063219,-29.13698465853669,-29.13917958194166,0.002194923404971405,0.002183704964695302,0.3824309763411636,0.0005854972379131932,0.00021962234442306282,0.00021961976993799126,1.8160143706078682,768.0,,,action_library_sweep,dense17,0,768,18,0.98,dense17,17,1.25,1.15,0.22,0.55,base,,,45.0,46.0,0.2,1.0,-28.442303884992757,,
uncertainty_mcts_240,-25.87059400115364,-29.318183726483596,-29.320411094842505,0.002227368358909132,0.0022243938373817575,0.38245622073103985,0.0005965711667286632,0.00022849874839759636,0.00022849879516824851,1.8515390825790006,768.0,,,action_library_sweep,dense17,0,768,18,0.98,dense17,17,1.25,1.15,0.22,0.55,base,,,45.0,46.0,0.24444444444444444,1.0,-29.34071829785068,,
static_rollout_pool,-22.381683063680487,-22.381683063680487,-22.44273256308295,0.061049499402461294,0.043359539213379816,0.40549267907823006,0.006964919263340822,0.014910094711930031,0.014535335647683958,0.859730728977898,756.0,42.0,1.0,action_library_sweep,dense17,1,768,18,0.98,dense17,17,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-23.437707778157176,-27.145664323481828,-27.145664323483746,1.9184653865522705e-12,8.306402867141713e-13,0.38108083642922663,2.315583082614921e-13,1.991267753938048e-13,1.991267753938048e-13,1.600604116821951,768.0,,,action_library_sweep,dense17,1,768,18,0.98,dense17,17,1.25,1.15,0.22,0.55,base,,,45.0,46.0,0.17777777777777778,1.0,-28.964471635659724,,
uncertainty_mcts_240,-19.074369533232982,-26.301306238614366,-26.301306238936,3.2163427476916695e-10,1.2251248467041814e-10,0.38108083650438185,3.2737476371836735e-11,2.76567625414039e-11,2.765676253386035e-11,1.600604116821951,768.0,,,action_library_sweep,dense17,1,768,18,0.98,dense17,17,1.25,1.15,0.22,0.55,base,,,45.0,46.0,0.2,1.0,-29.90564311451577,,
static_rollout_pool,-23.028491001749543,-23.028491001749543,-23.02939685316358,0.0009058514140356522,0.0005952151778325566,0.3814152245829084,9.523927118030351e-05,0.0003917389999014295,0.0003916399592062668,0.8152088617654847,756.0,42.0,1.0,action_library_sweep,dense17,2,768,18,0.98,dense17,17,1.25,1.15,0.22,0.55,base,,,,,,,,,
uct_mcts,-26.608016109123458,-34.09388394833537,-34.09388432156143,3.732260651645447e-07,1.8110815771067117e-07,0.3810809469412736,4.579990442979777e-08,1.140374446902424e-07,1.1403744227892142e-07,1.7628171817726859,768.0,,,action_library_sweep,dense17,2,768,18,0.98,dense17,17,1.25,1.15,0.22,0.55,base,,,45.0,46.0,0.5555555555555556,1.0,-28.23999164008357,,
uncertainty_mcts_240,-26.78233199616369,-30.935624125751136,-30.935624621877793,4.961266562020228e-07,2.42656482952096e-07,0.3810809838200053,6.006483248485279e-08,1.331393974170011e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,action_library_sweep,dense17,2,768,18,0.98,dense17,17,1.25,1.15,0.22,0.55,base,,,45.0,46.0,0.4444444444444444,1.0,-28.939629783423406,,
static_rollout_pool,-23.027482426099183,-23.027482426099183,-23.031580492846203,0.004098066747019402,0.0028988463664981453,0.381587143479787,0.0005063070510782373,0.0008584199803125329,0.0008554178432706814,1.0294928363290805,756.0,42.0,1.0,uncertainty_calibration_stress,uncertainty_pocket_0.00,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,,,,,,,
uct_mcts,-26.85797300162714,-26.25879601832545,-26.25879658481036,5.66484906983078e-07,2.1923615941009223e-07,0.381080891551687,5.512297831562171e-08,1.1403744406115877e-07,1.1403744227892142e-07,1.6002287467761087,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.00,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,46.0,47.0,0.41304347826086957,1.0,-28.315361883430793,,
uncertainty_mcts_240,-27.48640388636442,-31.612341294693636,-31.612341968284124,6.735904882759769e-07,2.0559695367112993e-07,0.3810808866976053,5.026889662592072e-08,1.3313939741700014e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.00,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,46.0,47.0,0.43478260869565216,1.0,-29.198507144889998,,
conservative_mcts,-27.631076321194705,-31.612341294693636,-31.612341968284124,6.735904882759769e-07,2.0559695367112993e-07,0.3810808866976053,5.026889662592072e-08,1.3313939741700014e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.00,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,46.0,47.0,0.43478260869565216,1.0,-29.318329947264353,,
static_rollout_pool,-21.80570468647983,-21.80570468647983,-21.98456300950945,0.17885832302961902,0.12165380271863876,0.4000835146993277,0.019002678270618967,0.06976586866132266,0.06886201547863492,0.8359754662200491,756.0,42.0,1.0,uncertainty_calibration_stress,uncertainty_pocket_0.00,1,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,,,,,,,
uct_mcts,-26.798965992062325,-30.935624125751136,-30.935624621877793,4.961266562020228e-07,2.4265648273866845e-07,0.38108089649354115,6.006483248485279e-08,1.3313939741700014e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.00,1,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,47.0,48.0,0.7659574468085106,1.0,-27.72796797571883,,
uncertainty_mcts_240,-26.973116833896494,-19.309691873715817,-19.309693608082227,1.7343664104885193e-06,5.705080104904478e-07,0.3810809631096872,1.266809784963739e-07,1.3313939741700014e-07,1.331393947849619e-07,0.9881587089866142,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.00,1,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,47.0,48.0,0.7446808510638298,1.0,-28.1663195391646,,
conservative_mcts,-27.151628908250093,-19.309691873715817,-19.309693608082227,1.7343664104885193e-06,5.705080104904478e-07,0.3810809631096872,1.266809784963739e-07,1.3313939741700014e-07,1.331393947849619e-07,0.9881587089866142,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.00,1,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,47.0,48.0,0.7446808510638298,1.0,-28.319577466946892,,
static_rollout_pool,-25.493039562007993,-25.493039562007993,-25.65360829715111,0.16056873514311576,0.139360263333766,0.4059400700497531,0.024859233621044384,0.05472226654296507,0.05009801189289325,1.089228026924188,756.0,42.0,1.0,uncertainty_calibration_stress,uncertainty_pocket_0.00,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,,,,,,,
uct_mcts,-27.58163677211748,-26.854752060292213,-27.00802194628259,0.15326988599037605,0.06854597125789516,0.39812384948278884,0.017043013054080052,0.006372618579858618,0.006020389590141038,1.6701197561851664,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.00,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,46.0,47.0,0.45652173913043476,1.0,-29.100570929940808,,
uncertainty_mcts_240,-27.72690241537949,-18.019014668064525,-23.79147420543094,5.772459537366416,3.6553508905652645,1.0657439134380782,0.6846630770093695,0.5606835515885704,0.15139165615606673,1.3971211899951637,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.00,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,46.0,47.0,0.41304347826086957,1.0,-29.800468058219153,,
conservative_mcts,-27.785899841960575,-15.952992165455994,-22.43137947259759,6.478387307141597,3.721335450530602,0.9366560043285939,0.5555751678998853,0.8690740983799446,0.5765923076693966,1.1901680553602503,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.00,2,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,46.0,47.0,0.5,1.0,-29.610004658344486,,
static_rollout_pool,-22.28106792462932,-22.28106792462932,-22.281261748823738,0.00019382419441882348,7.129687367903122e-05,0.38109586489852404,1.5028469815316615e-05,1.6473859644031936e-05,1.6472023528847518e-05,1.028526075736858,756.0,42.0,1.0,uncertainty_calibration_stress,uncertainty_pocket_0.00,3,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,,,,,,,
uct_mcts,-26.19317891452258,-25.928597690603205,-25.928605884053407,8.193450202753638e-06,2.888457258764398e-06,0.3810815414040559,7.049753472616801e-07,1.3314156742485717e-07,1.331393947849619e-07,1.6875251400534714,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.00,3,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,47.0,48.0,0.7021276595744681,1.0,-27.73528613780069,,
uncertainty_mcts_240,-28.999015949542407,-19.43465005653188,-19.434651125226278,1.0686943987536779e-06,3.725868110075189e-07,0.38108091481567574,7.838696707064879e-08,8.039781703703889e-08,8.039778023543715e-08,0.9881587089866142,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.00,3,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,46.0,47.0,0.5652173913043478,1.0,-30.139450891937788,,
conservative_mcts,-29.221283992678227,-26.879419253386036,-27.02170138775891,0.14228213437287351,0.06527512214190162,0.3973055821765664,0.016224745747857715,0.00653200181404142,0.006296264809564597,1.6716266024481015,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.00,3,768,18,0.98,default9,9,1.25,1.15,0.22,0.0,base,,,46.0,47.0,0.5652173913043478,1.0,-30.306506745651216,,
static_rollout_pool,-23.027482426099183,-23.027482426099183,-23.031580492846203,0.004098066747019402,0.0028988463664981453,0.3818993638822557,0.0005063070510782373,0.0008584199803125329,0.0008554178432706814,1.0294928363290805,756.0,42.0,1.0,uncertainty_calibration_stress,uncertainty_pocket_0.15,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.15,base,,,,,,,,,
uct_mcts,-26.85797300162714,-26.25879601832545,-26.25879658481036,5.66484906983078e-07,2.1923615941009223e-07,0.38108091295775914,5.512297831562171e-08,1.1403744406115877e-07,1.1403744227892142e-07,1.6002287467761087,768.0,,,uncertainty_calibration_stress,uncertainty_pocket_0.15,0,768,18,0.98,default9,9,1.25,1.15,0.22,0.15,base,,,46.0,47.0,0.41304347826086957,1.0,-28.315361883430793,,
